nomenclature,reporteriso3,productcode,reportername,partneriso3,partnername,year,tradeflowname,tradevaluein1000usd
H3,TZA,20120,Tanzania,FRA,France,2011,Import,1.352
H3,TZA,20120,Tanzania,WLD,World,2011,Import,1.352
H3,TZA,20130,Tanzania,ARE,United Arab Emirates,2011,Import,3.322
H3,TZA,20130,Tanzania,KEN,Kenya,2011,Import,0.726
H3,TZA,20130,Tanzania,WLD,World,2011,Import,4.048
H3,TZA,20210,Tanzania,KEN,Kenya,2011,Import,0.925
H3,TZA,20210,Tanzania,WLD,World,2011,Import,0.925
H3,TZA,20220,Tanzania,ARE,United Arab Emirates,2011,Import,2.005
H3,TZA,20220,Tanzania,KEN,Kenya,2011,Import,669.133
H3,TZA,20220,Tanzania,WLD,World,2011,Import,671.138
H3,TZA,20230,Tanzania,CHE,Switzerland,2011,Import,0.04
H3,TZA,20230,Tanzania,KEN,Kenya,2011,Import,148.637
H3,TZA,20230,Tanzania,NLD,Netherlands,2011,Import,0.092
H3,TZA,20230,Tanzania,WLD,World,2011,Import,149.31
H3,TZA,20230,Tanzania,ZAF,South Africa,2011,Import,0.541
H3,TZA,20312,Tanzania,CAN,Canada,2011,Import,0.027
H3,TZA,20312,Tanzania,KEN,Kenya,2011,Import,0.024
H3,TZA,20312,Tanzania,WLD,World,2011,Import,0.051
H3,TZA,20319,Tanzania,ARE,United Arab Emirates,2011,Import,4.538
H3,TZA,20319,Tanzania,CHE,Switzerland,2011,Import,0.032
H3,TZA,20319,Tanzania,FRA,France,2011,Import,0.623
H3,TZA,20319,Tanzania,GHA,Ghana,2011,Import,0.033
H3,TZA,20319,Tanzania,ITA,Italy,2011,Import,3.29
H3,TZA,20319,Tanzania,WLD,World,2011,Import,14.503
H3,TZA,20319,Tanzania,ZAF,South Africa,2011,Import,5.987
H3,TZA,20329,Tanzania,ARE,United Arab Emirates,2011,Import,8.442
H3,TZA,20329,Tanzania,BRA,Brazil,2011,Import,55.184
H3,TZA,20329,Tanzania,CHE,Switzerland,2011,Import,43.493
H3,TZA,20329,Tanzania,CHN,China,2011,Import,0.264
H3,TZA,20329,Tanzania,DEU,Germany,2011,Import,19.141
H3,TZA,20329,Tanzania,DNK,Denmark,2011,Import,25.19
H3,TZA,20329,Tanzania,FRA,France,2011,Import,0.262
H3,TZA,20329,Tanzania,ITA,Italy,2011,Import,0.176
H3,TZA,20329,Tanzania,KEN,Kenya,2011,Import,3160.12
H3,TZA,20329,Tanzania,MUS,Mauritius,2011,Export,3.167
H3,TZA,20329,Tanzania,WLD,World,2011,Export,3.167
H3,TZA,20329,Tanzania,WLD,World,2011,Import,3313.01
H3,TZA,20329,Tanzania,ZAF,South Africa,2011,Import,0.738
H3,TZA,20410,Tanzania,ARE,United Arab Emirates,2011,Import,5.29
H3,TZA,20410,Tanzania,FRA,France,2011,Import,0.923
H3,TZA,20410,Tanzania,KEN,Kenya,2011,Import,8.729
H3,TZA,20410,Tanzania,WLD,World,2011,Import,14.942
H3,TZA,20422,Tanzania,FRA,France,2011,Import,0.555
H3,TZA,20422,Tanzania,WLD,World,2011,Import,0.555
H3,TZA,20423,Tanzania,ARE,United Arab Emirates,2011,Import,0.368
H3,TZA,20423,Tanzania,WLD,World,2011,Import,0.424
H3,TZA,20423,Tanzania,ZAF,South Africa,2011,Import,0.056
H3,TZA,20430,Tanzania,ARE,United Arab Emirates,2011,Import,0.417
H3,TZA,20430,Tanzania,DNK,Denmark,2011,Import,7.904
H3,TZA,20430,Tanzania,KEN,Kenya,2011,Import,21.853
H3,TZA,20430,Tanzania,WLD,World,2011,Import,30.174
H3,TZA,20441,Tanzania,NLD,Netherlands,2011,Import,0.497
H3,TZA,20441,Tanzania,WLD,World,2011,Import,0.81
H3,TZA,20441,Tanzania,ZAF,South Africa,2011,Import,0.313
H3,TZA,20442,Tanzania,SAU,Saudi Arabia,2011,Import,39.774
H3,TZA,20442,Tanzania,WLD,World,2011,Import,39.774
H3,TZA,20450,Tanzania,COM,Comoros,2011,Export,8.536
H3,TZA,20450,Tanzania,KEN,Kenya,2011,Import,100.501
H3,TZA,20450,Tanzania,WLD,World,2011,Export,8.536
H3,TZA,20450,Tanzania,WLD,World,2011,Import,100.501
H3,TZA,20500,Tanzania,AUT,Austria,2011,Import,0.108
H3,TZA,20500,Tanzania,CHE,Switzerland,2011,Import,0.017
H3,TZA,20500,Tanzania,WLD,World,2011,Import,0.125
H3,TZA,20610,Tanzania,KEN,Kenya,2011,Export,0.106
H3,TZA,20610,Tanzania,WLD,World,2011,Export,0.106
H3,TZA,20622,Tanzania,GBR,United Kingdom,2011,Import,0.016
H3,TZA,20622,Tanzania,WLD,World,2011,Import,0.016
H3,TZA,20629,Tanzania,KEN,Kenya,2011,Import,48.992
H3,TZA,20629,Tanzania,WLD,World,2011,Import,48.992
H3,TZA,20630,Tanzania,CHE,Switzerland,2011,Import,0.048
H3,TZA,20630,Tanzania,USA,United States,2011,Import,0.021
H3,TZA,20630,Tanzania,WLD,World,2011,Import,0.069
H3,TZA,20690,Tanzania,ARE,United Arab Emirates,2011,Import,0.15
H3,TZA,20690,Tanzania,DEU,Germany,2011,Import,28.427
H3,TZA,20690,Tanzania,WLD,World,2011,Export,16.343
H3,TZA,20690,Tanzania,WLD,World,2011,Import,47.074
H3,TZA,20690,Tanzania,ZAF,South Africa,2011,Export,16.343
H3,TZA,20690,Tanzania,ZAF,South Africa,2011,Import,18.497
H3,TZA,20712,Tanzania,ARE,United Arab Emirates,2011,Import,52.11
H3,TZA,20712,Tanzania,BRA,Brazil,2011,Import,31.427
H3,TZA,20712,Tanzania,RWA,Rwanda,2011,Export,0.935
H3,TZA,20712,Tanzania,WLD,World,2011,Export,0.935
H3,TZA,20712,Tanzania,WLD,World,2011,Import,83.537
H3,TZA,20713,Tanzania,CHE,Switzerland,2011,Import,0.033
H3,TZA,20713,Tanzania,CHN,China,2011,Import,0.327
H3,TZA,20713,Tanzania,WLD,World,2011,Import,0.36
H3,TZA,20714,Tanzania,ARG,Argentina,2011,Import,24.339
H3,TZA,20714,Tanzania,ATG,Antigua and Barbuda,2011,Import,4.874
H3,TZA,20714,Tanzania,BRA,Brazil,2011,Import,21.121
H3,TZA,20714,Tanzania,CHE,Switzerland,2011,Import,37.105
H3,TZA,20714,Tanzania,URY,Uruguay,2011,Import,3.814
H3,TZA,20714,Tanzania,USA,United States,2011,Import,0.022
H3,TZA,20714,Tanzania,WLD,World,2011,Import,91.275
H3,TZA,20725,Tanzania,CHE,Switzerland,2011,Import,34.117
H3,TZA,20725,Tanzania,FRA,France,2011,Import,0.009
H3,TZA,20725,Tanzania,USA,United States,2011,Import,0.044
H3,TZA,20725,Tanzania,WLD,World,2011,Import,34.17
H3,TZA,20726,Tanzania,ARE,United Arab Emirates,2011,Import,0.007
H3,TZA,20726,Tanzania,FRA,France,2011,Import,0.062
H3,TZA,20726,Tanzania,WLD,World,2011,Import,0.069
H3,TZA,20727,Tanzania,FRA,France,2011,Import,0.005
H3,TZA,20727,Tanzania,GBR,United Kingdom,2011,Import,0.076
H3,TZA,20727,Tanzania,WLD,World,2011,Import,0.081
H3,TZA,20734,Tanzania,FRA,France,2011,Import,0.166
H3,TZA,20734,Tanzania,GBR,United Kingdom,2011,Import,0.076
H3,TZA,20734,Tanzania,WLD,World,2011,Import,0.242
H3,TZA,20735,Tanzania,FRA,France,2011,Import,0.206
H3,TZA,20735,Tanzania,GBR,United Kingdom,2011,Import,0.088
H3,TZA,20735,Tanzania,WLD,World,2011,Import,0.294
H3,TZA,20736,Tanzania,FRA,France,2011,Import,0.053
H3,TZA,20736,Tanzania,JPN,Japan,2011,Import,0.024
H3,TZA,20736,Tanzania,USA,United States,2011,Import,132.216
H3,TZA,20736,Tanzania,WLD,World,2011,Import,132.619
H3,TZA,20736,Tanzania,ZAF,South Africa,2011,Import,0.326
H3,TZA,20810,Tanzania,GBR,United Kingdom,2011,Import,0.076
H3,TZA,20810,Tanzania,WLD,World,2011,Import,0.076
H3,TZA,20890,Tanzania,GBR,United Kingdom,2011,Import,0.381
H3,TZA,20890,Tanzania,ITA,Italy,2011,Import,0.138
H3,TZA,20890,Tanzania,WLD,World,2011,Import,0.657
H3,TZA,20890,Tanzania,ZAF,South Africa,2011,Import,0.138
H3,TZA,20900,Tanzania,ARE,United Arab Emirates,2011,Import,0.571
H3,TZA,20900,Tanzania,BRA,Brazil,2011,Import,23.39
H3,TZA,20900,Tanzania,CHN,China,2011,Import,0.365
H3,TZA,20900,Tanzania,WLD,World,2011,Import,24.594
H3,TZA,20900,Tanzania,ZAF,South Africa,2011,Import,0.268
H3,TZA,21011,Tanzania,KEN,Kenya,2011,Import,1564.84
H3,TZA,21011,Tanzania,USA,United States,2011,Import,1.01
H3,TZA,21011,Tanzania,WLD,World,2011,Import,1565.85
H3,TZA,21019,Tanzania,ARE,United Arab Emirates,2011,Import,0.493
H3,TZA,21019,Tanzania,DEU,Germany,2011,Import,0.27
H3,TZA,21019,Tanzania,GBR,United Kingdom,2011,Import,0.032
H3,TZA,21019,Tanzania,ITA,Italy,2011,Import,0.043
H3,TZA,21019,Tanzania,KEN,Kenya,2011,Import,1359.68
H3,TZA,21019,Tanzania,WLD,World,2011,Import,1360.57
H3,TZA,21019,Tanzania,ZAF,South Africa,2011,Import,0.055
H3,TZA,21020,Tanzania,KEN,Kenya,2011,Import,0.029
H3,TZA,21020,Tanzania,WLD,World,2011,Import,0.059
H3,TZA,21020,Tanzania,ZAF,South Africa,2011,Import,0.03
H3,TZA,21091,Tanzania,ESP,Spain,2011,Import,0.616
H3,TZA,21091,Tanzania,WLD,World,2011,Import,0.616
H3,TZA,21099,Tanzania,ARE,United Arab Emirates,2011,Import,0.033
H3,TZA,21099,Tanzania,GBR,United Kingdom,2011,Import,0.14
H3,TZA,21099,Tanzania,SWE,Sweden,2011,Import,0.002
H3,TZA,21099,Tanzania,WLD,World,2011,Import,0.697
H3,TZA,21099,Tanzania,ZAF,South Africa,2011,Import,0.522
H3,TZA,30110,Tanzania,CAN,Canada,2011,Export,1.194
H3,TZA,30110,Tanzania,DEU,Germany,2011,Export,2.558
H3,TZA,30110,Tanzania,SGP,Singapore,2011,Import,0.304
H3,TZA,30110,Tanzania,USA,United States,2011,Export,1.004
H3,TZA,30110,Tanzania,WLD,World,2011,Export,4.756
H3,TZA,30110,Tanzania,WLD,World,2011,Import,0.304
H3,TZA,30195,Tanzania,ITA,Italy,2011,Import,0.032
H3,TZA,30195,Tanzania,WLD,World,2011,Import,0.032
H3,TZA,30199,Tanzania,CHE,Switzerland,2011,Export,1.231
H3,TZA,30199,Tanzania,DEU,Germany,2011,Export,0.593
H3,TZA,30199,Tanzania,HUN,Hungary,2011,Export,0.266
H3,TZA,30199,Tanzania,JPN,Japan,2011,Export,1.633
H3,TZA,30199,Tanzania,MYS,Malaysia,2011,Import,0.186
H3,TZA,30199,Tanzania,WLD,World,2011,Export,3.723
H3,TZA,30199,Tanzania,WLD,World,2011,Import,19.399
H3,TZA,30199,Tanzania,YEM,Yemen,2011,Import,19.213
H3,TZA,30212,Tanzania,NLD,Netherlands,2011,Import,0.036
H3,TZA,30212,Tanzania,WLD,World,2011,Import,0.036
H3,TZA,30219,Tanzania,MOZ,Mozambique,2011,Import,1.121
H3,TZA,30219,Tanzania,WLD,World,2011,Import,1.121
H3,TZA,30229,Tanzania,ARE,United Arab Emirates,2011,Import,1.107
H3,TZA,30229,Tanzania,ISR,Israel,2011,Import,0.011
H3,TZA,30229,Tanzania,TUR,Turkey,2011,Export,26.865
H3,TZA,30229,Tanzania,WLD,World,2011,Export,28.424
H3,TZA,30229,Tanzania,WLD,World,2011,Import,1.118
H3,TZA,30229,Tanzania,ZAR,"Congo, Dem. Rep.",2011,Export,1.559
H3,TZA,30239,Tanzania,ARE,United Arab Emirates,2011,Import,0.141
H3,TZA,30239,Tanzania,ITA,Italy,2011,Import,0.134
H3,TZA,30239,Tanzania,MYS,Malaysia,2011,Export,9.463
H3,TZA,30239,Tanzania,WLD,World,2011,Export,9.463
H3,TZA,30239,Tanzania,WLD,World,2011,Import,0.275
H3,TZA,30261,Tanzania,ARE,United Arab Emirates,2011,Import,0.295
H3,TZA,30261,Tanzania,BDI,Burundi,2011,Export,153.619
H3,TZA,30261,Tanzania,CIV,Cote d'Ivoire,2011,Export,3.427
H3,TZA,30261,Tanzania,GBR,United Kingdom,2011,Import,1.517
H3,TZA,30261,Tanzania,KEN,Kenya,2011,Export,2.313
H3,TZA,30261,Tanzania,MWI,Malawi,2011,Export,60.864
H3,TZA,30261,Tanzania,RWA,Rwanda,2011,Export,0.623
H3,TZA,30261,Tanzania,UGA,Uganda,2011,Export,4.01
H3,TZA,30261,Tanzania,WLD,World,2011,Export,772.05
H3,TZA,30261,Tanzania,WLD,World,2011,Import,1.812
H3,TZA,30261,Tanzania,ZAR,"Congo, Dem. Rep.",2011,Export,521.496
H3,TZA,30261,Tanzania,ZMB,Zambia,2011,Export,16.565
H3,TZA,30261,Tanzania,ZWE,Zimbabwe,2011,Export,9.133
H3,TZA,30264,Tanzania,CHN,China,2011,Import,21.352
H3,TZA,30264,Tanzania,WLD,World,2011,Import,21.352
H3,TZA,30269,Tanzania,GBR,United Kingdom,2011,Import,0.043
H3,TZA,30269,Tanzania,KOR,"Korea, Rep.",2011,Export,0.867
H3,TZA,30269,Tanzania,TUR,Turkey,2011,Import,0.008
H3,TZA,30269,Tanzania,WLD,World,2011,Export,5.43
H3,TZA,30269,Tanzania,WLD,World,2011,Import,0.051
H3,TZA,30269,Tanzania,ZAR,"Congo, Dem. Rep.",2011,Export,4.563
H3,TZA,30270,Tanzania,ITA,Italy,2011,Export,0.851
H3,TZA,30270,Tanzania,WLD,World,2011,Export,0.851
H3,TZA,30311,Tanzania,NLD,Netherlands,2011,Export,11.793
H3,TZA,30311,Tanzania,WLD,World,2011,Export,11.793
H3,TZA,30319,Tanzania,MOZ,Mozambique,2011,Import,11.193
H3,TZA,30319,Tanzania,MUS,Mauritius,2011,Export,1.928
H3,TZA,30319,Tanzania,WLD,World,2011,Export,1.928
H3,TZA,30319,Tanzania,WLD,World,2011,Import,12.286
H3,TZA,30319,Tanzania,ZAF,South Africa,2011,Import,1.093
H3,TZA,30329,Tanzania,ARE,United Arab Emirates,2011,Import,0.182
H3,TZA,30329,Tanzania,WLD,World,2011,Import,29.306
H3,TZA,30329,Tanzania,YEM,Yemen,2011,Import,28.554
H3,TZA,30329,Tanzania,ZAF,South Africa,2011,Import,0.57
H3,TZA,30339,Tanzania,CHN,China,2011,Import,52.773
H3,TZA,30339,Tanzania,IND,India,2011,Import,76.229
H3,TZA,30339,Tanzania,PAK,Pakistan,2011,Import,19.541
H3,TZA,30339,Tanzania,WLD,World,2011,Import,347.588
H3,TZA,30339,Tanzania,YEM,Yemen,2011,Import,199.045
H3,TZA,30349,Tanzania,ARE,United Arab Emirates,2011,Import,0.29
H3,TZA,30349,Tanzania,CAN,Canada,2011,Export,66.377
H3,TZA,30349,Tanzania,GBR,United Kingdom,2011,Import,0.177
H3,TZA,30349,Tanzania,WLD,World,2011,Export,66.377
H3,TZA,30349,Tanzania,WLD,World,2011,Import,21.545
H3,TZA,30349,Tanzania,YEM,Yemen,2011,Import,21.078
H3,TZA,30371,Tanzania,GBR,United Kingdom,2011,Import,0.176
H3,TZA,30371,Tanzania,KOR,"Korea, Rep.",2011,Import,0.246
H3,TZA,30371,Tanzania,MWI,Malawi,2011,Export,77.515
H3,TZA,30371,Tanzania,PAK,Pakistan,2011,Import,17.079
H3,TZA,30371,Tanzania,WLD,World,2011,Export,77.515
H3,TZA,30371,Tanzania,WLD,World,2011,Import,17.501
H3,TZA,30374,Tanzania,ARE,United Arab Emirates,2011,Import,19.39
H3,TZA,30374,Tanzania,CHN,China,2011,Import,223.164
H3,TZA,30374,Tanzania,IND,India,2011,Import,399.909
H3,TZA,30374,Tanzania,JPN,Japan,2011,Import,95.501
H3,TZA,30374,Tanzania,KOR,"Korea, Rep.",2011,Import,498.763
H3,TZA,30374,Tanzania,NZL,New Zealand,2011,Import,15.492
H3,TZA,30374,Tanzania,OMN,Oman,2011,Import,37.784
H3,TZA,30374,Tanzania,PRT,Portugal,2011,Import,48.579
H3,TZA,30374,Tanzania,THA,Thailand,2011,Import,25.591
H3,TZA,30374,Tanzania,VNM,Vietnam,2011,Import,111.735
H3,TZA,30374,Tanzania,WLD,World,2011,Import,2359.57
H3,TZA,30374,Tanzania,YEM,Yemen,2011,Import,883.66
H3,TZA,30378,Tanzania,WLD,World,2011,Import,0.185
H3,TZA,30378,Tanzania,ZAF,South Africa,2011,Import,0.185
H3,TZA,30379,Tanzania,CAN,Canada,2011,Export,42.439
H3,TZA,30379,Tanzania,HKG,"Hong Kong, China",2011,Export,43.258
H3,TZA,30379,Tanzania,IND,India,2011,Import,35.981
H3,TZA,30379,Tanzania,NZL,New Zealand,2011,Import,13.677
H3,TZA,30379,Tanzania,WLD,World,2011,Export,85.697
H3,TZA,30379,Tanzania,WLD,World,2011,Import,145.027
H3,TZA,30379,Tanzania,YEM,Yemen,2011,Import,95.369
H3,TZA,30419,Tanzania,ARE,United Arab Emirates,2011,Export,557.13
H3,TZA,30419,Tanzania,AUS,Australia,2011,Export,4431.84
H3,TZA,30419,Tanzania,BEL,Belgium,2011,Export,4996.91
H3,TZA,30419,Tanzania,CYP,Cyprus,2011,Export,133.25
H3,TZA,30419,Tanzania,DEU,Germany,2011,Export,5265.48
H3,TZA,30419,Tanzania,DNK,Denmark,2011,Export,4710.59
H3,TZA,30419,Tanzania,ESP,Spain,2011,Export,1266.6
H3,TZA,30419,Tanzania,FIN,Finland,2011,Export,21.418
H3,TZA,30419,Tanzania,FRA,France,2011,Export,4196.7
H3,TZA,30419,Tanzania,GRC,Greece,2011,Export,5.857
H3,TZA,30419,Tanzania,ISR,Israel,2011,Export,121.636
H3,TZA,30419,Tanzania,ITA,Italy,2011,Export,22149.3
H3,TZA,30419,Tanzania,JOR,Jordan,2011,Export,18.942
H3,TZA,30419,Tanzania,JPN,Japan,2011,Export,121.594
H3,TZA,30419,Tanzania,KEN,Kenya,2011,Export,3.285
H3,TZA,30419,Tanzania,KEN,Kenya,2011,Import,3.184
H3,TZA,30419,Tanzania,NER,Niger,2011,Export,29.05
H3,TZA,30419,Tanzania,NLD,Netherlands,2011,Export,9955.89
H3,TZA,30419,Tanzania,UGA,Uganda,2011,Export,0.021
H3,TZA,30419,Tanzania,WLD,World,2011,Export,57988.2
H3,TZA,30419,Tanzania,WLD,World,2011,Import,3.184
H3,TZA,30419,Tanzania,ZAR,"Congo, Dem. Rep.",2011,Export,2.684
H3,TZA,30421,Tanzania,ARE,United Arab Emirates,2011,Import,0.156
H3,TZA,30421,Tanzania,WLD,World,2011,Export,190.791
H3,TZA,30421,Tanzania,WLD,World,2011,Import,0.156
H3,TZA,30421,Tanzania,ZMB,Zambia,2011,Export,190.791
H3,TZA,30429,Tanzania,ARE,United Arab Emirates,2011,Export,13635.1
H3,TZA,30429,Tanzania,AUS,Australia,2011,Export,8131.04
H3,TZA,30429,Tanzania,BDI,Burundi,2011,Export,1.361
H3,TZA,30429,Tanzania,BEL,Belgium,2011,Export,1654.19
H3,TZA,30429,Tanzania,CAN,Canada,2011,Export,349.074
H3,TZA,30429,Tanzania,CHE,Switzerland,2011,Export,98.399
H3,TZA,30429,Tanzania,CHN,China,2011,Export,297.933
H3,TZA,30429,Tanzania,CUB,Cuba,2011,Export,449.252
H3,TZA,30429,Tanzania,CYP,Cyprus,2011,Export,359.083
H3,TZA,30429,Tanzania,DEU,Germany,2011,Export,984.584
H3,TZA,30429,Tanzania,DNK,Denmark,2011,Export,295.712
H3,TZA,30429,Tanzania,DNK,Denmark,2011,Import,23.001
H3,TZA,30429,Tanzania,ESP,Spain,2011,Export,4815.53
H3,TZA,30429,Tanzania,FRA,France,2011,Export,401.219
H3,TZA,30429,Tanzania,GRC,Greece,2011,Export,1107.38
H3,TZA,30429,Tanzania,HKG,"Hong Kong, China",2011,Export,2552.54
H3,TZA,30429,Tanzania,IND,India,2011,Import,116.923
H3,TZA,30429,Tanzania,IRN,"Iran, Islamic Rep.",2011,Export,267.262
H3,TZA,30429,Tanzania,ISL,Iceland,2011,Export,1877.4
H3,TZA,30429,Tanzania,ISR,Israel,2011,Export,4937.41
