nomenclature,reporteriso3,productcode,reportername,partneriso3,partnername,year,tradeflowname,tradevaluein1000usd
H3,TZA,10511,Tanzania,MWI,Malawi,2013,Import,0.764
H3,TZA,10511,Tanzania,NLD,Netherlands,2013,Import,651.778
H3,TZA,10511,Tanzania,UGA,Uganda,2013,Import,11.011
H3,TZA,10511,Tanzania,WLD,World,2013,Export,1.624
H3,TZA,10511,Tanzania,WLD,World,2013,Import,1633.39
H3,TZA,10511,Tanzania,ZMB,Zambia,2013,Import,0.006
H3,TZA,10511,Tanzania,ZWE,Zimbabwe,2013,Import,18.15
H3,TZA,10599,Tanzania,ARE,United Arab Emirates,2013,Import,0.072
H3,TZA,10599,Tanzania,CHN,China,2013,Export,0.102
H3,TZA,10599,Tanzania,JPN,Japan,2013,Export,0.102
H3,TZA,10599,Tanzania,KEN,Kenya,2013,Import,4.281
H3,TZA,10599,Tanzania,USA,United States,2013,Export,0.102
H3,TZA,10599,Tanzania,WLD,World,2013,Export,0.306
H3,TZA,10599,Tanzania,WLD,World,2013,Import,4.445
H3,TZA,10599,Tanzania,ZAF,South Africa,2013,Import,0.092
H3,TZA,10611,Tanzania,WLD,World,2013,Export,0.051
H3,TZA,10611,Tanzania,ZAF,South Africa,2013,Export,0.051
H3,TZA,10612,Tanzania,PRK,"Korea, Dem. Rep.",2013,Export,0.503
H3,TZA,10612,Tanzania,WLD,World,2013,Export,0.503
H3,TZA,10619,Tanzania,AGO,Angola,2013,Export,0.102
H3,TZA,10619,Tanzania,ARE,United Arab Emirates,2013,Import,0.099
H3,TZA,10619,Tanzania,CMR,Cameroon,2013,Export,0.102
H3,TZA,10619,Tanzania,CYP,Cyprus,2013,Export,0.102
H3,TZA,10619,Tanzania,DEU,Germany,2013,Export,0.501
H3,TZA,10619,Tanzania,DEU,Germany,2013,Import,0.101
H3,TZA,10619,Tanzania,ESP,Spain,2013,Import,8.344
H3,TZA,10619,Tanzania,FRA,France,2013,Import,0.115
H3,TZA,10619,Tanzania,GBR,United Kingdom,2013,Import,228.622
H3,TZA,10619,Tanzania,HKG,"Hong Kong, China",2013,Export,0.503
H3,TZA,10619,Tanzania,IND,India,2013,Export,0.015
H3,TZA,10619,Tanzania,JPN,Japan,2013,Export,3.876
H3,TZA,10619,Tanzania,LBY,Libya,2013,Export,3.011
H3,TZA,10619,Tanzania,MOZ,Mozambique,2013,Export,0.202
H3,TZA,10619,Tanzania,MOZ,Mozambique,2013,Import,0.145
H3,TZA,10619,Tanzania,MYS,Malaysia,2013,Import,0.214
H3,TZA,10619,Tanzania,NAM,Namibia,2013,Import,0.203
H3,TZA,10619,Tanzania,NLD,Netherlands,2013,Export,0.704
H3,TZA,10619,Tanzania,PHL,Philippines,2013,Export,1.215
H3,TZA,10619,Tanzania,SUD,Sudan,2013,Export,12.095
H3,TZA,10619,Tanzania,SWZ,Swaziland,2013,Import,0.103
H3,TZA,10619,Tanzania,USA,United States,2013,Export,0.552
H3,TZA,10619,Tanzania,WLD,World,2013,Export,23.941
H3,TZA,10619,Tanzania,WLD,World,2013,Import,239.507
H3,TZA,10619,Tanzania,ZAF,South Africa,2013,Export,0.254
H3,TZA,10619,Tanzania,ZAF,South Africa,2013,Import,1.393
H3,TZA,10619,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,0.204
H3,TZA,10619,Tanzania,ZWE,Zimbabwe,2013,Import,0.168
H3,TZA,10620,Tanzania,AUT,Austria,2013,Export,1.523
H3,TZA,10620,Tanzania,CAN,Canada,2013,Export,22.319
H3,TZA,10620,Tanzania,CHE,Switzerland,2013,Export,0.499
H3,TZA,10620,Tanzania,CZE,Czech Republic,2013,Export,3.677
H3,TZA,10620,Tanzania,DEU,Germany,2013,Export,6.428
H3,TZA,10620,Tanzania,ESP,Spain,2013,Export,2.376
H3,TZA,10620,Tanzania,FRA,France,2013,Export,0.76
H3,TZA,10620,Tanzania,GBR,United Kingdom,2013,Export,3.754
H3,TZA,10620,Tanzania,HKG,"Hong Kong, China",2013,Export,4.61
H3,TZA,10620,Tanzania,ITA,Italy,2013,Export,0.846
H3,TZA,10620,Tanzania,JPN,Japan,2013,Export,10.007
H3,TZA,10620,Tanzania,KOR,"Korea, Rep.",2013,Export,1.014
H3,TZA,10620,Tanzania,MYS,Malaysia,2013,Export,0.102
H3,TZA,10620,Tanzania,NLD,Netherlands,2013,Export,13.883
H3,TZA,10620,Tanzania,OMN,Oman,2013,Export,0.542
H3,TZA,10620,Tanzania,POL,Poland,2013,Export,3.011
H3,TZA,10620,Tanzania,TUR,Turkey,2013,Export,0.304
H3,TZA,10620,Tanzania,USA,United States,2013,Export,34.294
H3,TZA,10620,Tanzania,WLD,World,2013,Export,113.599
H3,TZA,10620,Tanzania,ZAF,South Africa,2013,Export,0.608
H3,TZA,10631,Tanzania,CHN,China,2013,Export,1.222
H3,TZA,10631,Tanzania,WLD,World,2013,Export,1.222
H3,TZA,10632,Tanzania,ESP,Spain,2013,Import,1.872
H3,TZA,10632,Tanzania,WLD,World,2013,Import,1.872
H3,TZA,10639,Tanzania,GBR,United Kingdom,2013,Export,11.894
H3,TZA,10639,Tanzania,GEO,Georgia,2013,Export,3.692
H3,TZA,10639,Tanzania,JPN,Japan,2013,Export,0.102
H3,TZA,10639,Tanzania,LBN,Lebanon,2013,Export,1.042
H3,TZA,10639,Tanzania,OMN,Oman,2013,Export,3.617
H3,TZA,10639,Tanzania,QAT,Qatar,2013,Export,1.007
H3,TZA,10639,Tanzania,SER,"Serbia, FR(Serbia/Montenegro)",2013,Export,0.506
H3,TZA,10639,Tanzania,SGP,Singapore,2013,Export,0.102
H3,TZA,10639,Tanzania,SUR,Suriname,2013,Export,1.921
H3,TZA,10639,Tanzania,USA,United States,2013,Export,1.36
H3,TZA,10639,Tanzania,WLD,World,2013,Export,25.243
H3,TZA,10639,Tanzania,WLD,World,2013,Import,0.025
H3,TZA,10639,Tanzania,ZAF,South Africa,2013,Import,0.025
H3,TZA,10690,Tanzania,ARE,United Arab Emirates,2013,Export,0.202
H3,TZA,10690,Tanzania,BHR,Bahrain,2013,Import,0.102
H3,TZA,10690,Tanzania,CZE,Czech Republic,2013,Export,0.233
H3,TZA,10690,Tanzania,DEU,Germany,2013,Export,8.266
H3,TZA,10690,Tanzania,GBR,United Kingdom,2013,Export,1.115
H3,TZA,10690,Tanzania,GBR,United Kingdom,2013,Import,0.01
H3,TZA,10690,Tanzania,IDN,Indonesia,2013,Export,11.945
H3,TZA,10690,Tanzania,KEN,Kenya,2013,Export,0.03
H3,TZA,10690,Tanzania,KEN,Kenya,2013,Import,2.681
H3,TZA,10690,Tanzania,KWT,Kuwait,2013,Export,3.29
H3,TZA,10690,Tanzania,NLD,Netherlands,2013,Export,0.101
H3,TZA,10690,Tanzania,NLD,Netherlands,2013,Import,0.206
H3,TZA,10690,Tanzania,OMN,Oman,2013,Export,1.764
H3,TZA,10690,Tanzania,SER,"Serbia, FR(Serbia/Montenegro)",2013,Export,1.644
H3,TZA,10690,Tanzania,WLD,World,2013,Export,34.116
H3,TZA,10690,Tanzania,WLD,World,2013,Import,3.514
H3,TZA,10690,Tanzania,ZAF,South Africa,2013,Export,5.526
H3,TZA,10690,Tanzania,ZAF,South Africa,2013,Import,0.41
H3,TZA,10690,Tanzania,ZWE,Zimbabwe,2013,Import,0.105
H3,TZA,20110,Tanzania,WLD,World,2013,Import,1.568
H3,TZA,20110,Tanzania,ZAF,South Africa,2013,Import,1.568
H3,TZA,20120,Tanzania,ARE,United Arab Emirates,2013,Import,0.021
H3,TZA,20120,Tanzania,CHN,China,2013,Import,0.035
H3,TZA,20120,Tanzania,GBR,United Kingdom,2013,Import,0.022
H3,TZA,20120,Tanzania,KEN,Kenya,2013,Import,599.229
H3,TZA,20120,Tanzania,WLD,World,2013,Import,599.307
H3,TZA,20130,Tanzania,ARE,United Arab Emirates,2013,Import,3.056
H3,TZA,20130,Tanzania,GBR,United Kingdom,2013,Import,0.213
H3,TZA,20130,Tanzania,KEN,Kenya,2013,Import,180.946
H3,TZA,20130,Tanzania,WLD,World,2013,Import,184.215
H3,TZA,20220,Tanzania,ARE,United Arab Emirates,2013,Export,1.509
H3,TZA,20220,Tanzania,GBR,United Kingdom,2013,Import,0.023
H3,TZA,20220,Tanzania,IND,India,2013,Import,0.018
H3,TZA,20220,Tanzania,KEN,Kenya,2013,Import,1134.81
H3,TZA,20220,Tanzania,WLD,World,2013,Export,1.509
H3,TZA,20220,Tanzania,WLD,World,2013,Import,1135.18
H3,TZA,20220,Tanzania,ZAF,South Africa,2013,Import,0.327
H3,TZA,20230,Tanzania,ARE,United Arab Emirates,2013,Import,0.018
H3,TZA,20230,Tanzania,BWA,Botswana,2013,Import,131.27
H3,TZA,20230,Tanzania,CAN,Canada,2013,Import,0.96
H3,TZA,20230,Tanzania,CHN,China,2013,Import,0.119
H3,TZA,20230,Tanzania,DEU,Germany,2013,Export,0.202
H3,TZA,20230,Tanzania,GBR,United Kingdom,2013,Import,11.787
H3,TZA,20230,Tanzania,NAM,Namibia,2013,Import,48.507
H3,TZA,20230,Tanzania,SAU,Saudi Arabia,2013,Import,0.023
H3,TZA,20230,Tanzania,WLD,World,2013,Export,0.202
H3,TZA,20230,Tanzania,WLD,World,2013,Import,194.057
H3,TZA,20230,Tanzania,ZAF,South Africa,2013,Import,1.373
H3,TZA,20311,Tanzania,BEL,Belgium,2013,Import,129.312
H3,TZA,20311,Tanzania,WLD,World,2013,Import,129.312
H3,TZA,20312,Tanzania,GBR,United Kingdom,2013,Import,0.035
H3,TZA,20312,Tanzania,WLD,World,2013,Import,0.035
H3,TZA,20319,Tanzania,ARE,United Arab Emirates,2013,Export,10.977
H3,TZA,20319,Tanzania,ARE,United Arab Emirates,2013,Import,1.729
H3,TZA,20319,Tanzania,BEL,Belgium,2013,Import,0.813
H3,TZA,20319,Tanzania,CHN,China,2013,Import,0.398
H3,TZA,20319,Tanzania,FRA,France,2013,Import,0.318
H3,TZA,20319,Tanzania,GBR,United Kingdom,2013,Import,0.486
H3,TZA,20319,Tanzania,ITA,Italy,2013,Import,3.193
H3,TZA,20319,Tanzania,OMN,Oman,2013,Export,3.832
H3,TZA,20319,Tanzania,UGA,Uganda,2013,Export,0.306
H3,TZA,20319,Tanzania,WLD,World,2013,Export,15.115
H3,TZA,20319,Tanzania,WLD,World,2013,Import,11.482
H3,TZA,20319,Tanzania,ZAF,South Africa,2013,Import,4.545
H3,TZA,20322,Tanzania,ITA,Italy,2013,Import,0.83
H3,TZA,20322,Tanzania,WLD,World,2013,Import,0.83
H3,TZA,20329,Tanzania,ARE,United Arab Emirates,2013,Export,60.857
H3,TZA,20329,Tanzania,ARE,United Arab Emirates,2013,Import,2.987
H3,TZA,20329,Tanzania,BRA,Brazil,2013,Import,99.783
H3,TZA,20329,Tanzania,CHN,China,2013,Export,1.417
H3,TZA,20329,Tanzania,DEU,Germany,2013,Export,0.51
H3,TZA,20329,Tanzania,DNK,Denmark,2013,Import,8.951
H3,TZA,20329,Tanzania,ETH,Ethiopia(excludes Eritrea),2013,Export,0.51
H3,TZA,20329,Tanzania,GBR,United Kingdom,2013,Export,1.51
H3,TZA,20329,Tanzania,GBR,United Kingdom,2013,Import,1.53
H3,TZA,20329,Tanzania,ITA,Italy,2013,Import,1.128
H3,TZA,20329,Tanzania,KEN,Kenya,2013,Import,1311.98
H3,TZA,20329,Tanzania,KOR,"Korea, Rep.",2013,Import,0.152
H3,TZA,20329,Tanzania,UGA,Uganda,2013,Export,0.608
H3,TZA,20329,Tanzania,WLD,World,2013,Export,65.412
H3,TZA,20329,Tanzania,WLD,World,2013,Import,1432.42
H3,TZA,20329,Tanzania,ZAF,South Africa,2013,Import,5.902
H3,TZA,20410,Tanzania,ARE,United Arab Emirates,2013,Import,1.002
H3,TZA,20410,Tanzania,VNM,Vietnam,2013,Export,111.44
H3,TZA,20410,Tanzania,WLD,World,2013,Export,111.44
H3,TZA,20410,Tanzania,WLD,World,2013,Import,1.002
H3,TZA,20421,Tanzania,USA,United States,2013,Import,1.138
H3,TZA,20421,Tanzania,WLD,World,2013,Import,1.138
H3,TZA,20422,Tanzania,ARE,United Arab Emirates,2013,Export,0.304
H3,TZA,20422,Tanzania,KEN,Kenya,2013,Import,253.461
H3,TZA,20422,Tanzania,OMN,Oman,2013,Export,0.254
H3,TZA,20422,Tanzania,WLD,World,2013,Export,0.558
H3,TZA,20422,Tanzania,WLD,World,2013,Import,253.461
H3,TZA,20423,Tanzania,ARE,United Arab Emirates,2013,Export,35.649
H3,TZA,20423,Tanzania,OMN,Oman,2013,Export,14.705
H3,TZA,20423,Tanzania,WLD,World,2013,Export,50.354
H3,TZA,20423,Tanzania,WLD,World,2013,Import,0.02
H3,TZA,20423,Tanzania,ZAF,South Africa,2013,Import,0.02
H3,TZA,20430,Tanzania,GBR,United Kingdom,2013,Import,0.402
H3,TZA,20430,Tanzania,NZL,New Zealand,2013,Import,64.661
H3,TZA,20430,Tanzania,WLD,World,2013,Import,65.063
H3,TZA,20442,Tanzania,KEN,Kenya,2013,Import,19.783
H3,TZA,20442,Tanzania,SAU,Saudi Arabia,2013,Import,30.344
H3,TZA,20442,Tanzania,WLD,World,2013,Import,50.127
H3,TZA,20443,Tanzania,ARE,United Arab Emirates,2013,Import,20.542
H3,TZA,20443,Tanzania,DEU,Germany,2013,Import,0.032
H3,TZA,20443,Tanzania,WLD,World,2013,Import,20.574
H3,TZA,20500,Tanzania,ARE,United Arab Emirates,2013,Import,0.015
H3,TZA,20500,Tanzania,WLD,World,2013,Import,0.015
H3,TZA,20610,Tanzania,NAM,Namibia,2013,Import,43.784
H3,TZA,20610,Tanzania,WLD,World,2013,Import,43.784
H3,TZA,20629,Tanzania,ARE,United Arab Emirates,2013,Import,0.601
H3,TZA,20629,Tanzania,ITA,Italy,2013,Import,0.577
H3,TZA,20629,Tanzania,WLD,World,2013,Import,1.178
H3,TZA,20680,Tanzania,ARE,United Arab Emirates,2013,Export,7.614
H3,TZA,20680,Tanzania,IND,India,2013,Export,3.81
H3,TZA,20680,Tanzania,OMN,Oman,2013,Export,1.5
H3,TZA,20680,Tanzania,WLD,World,2013,Export,12.924
H3,TZA,20690,Tanzania,ARE,United Arab Emirates,2013,Import,1.654
H3,TZA,20690,Tanzania,CHN,China,2013,Import,0.017
H3,TZA,20690,Tanzania,KEN,Kenya,2013,Export,0.189
H3,TZA,20690,Tanzania,RWA,Rwanda,2013,Export,0.601
H3,TZA,20690,Tanzania,WLD,World,2013,Export,0.79
H3,TZA,20690,Tanzania,WLD,World,2013,Import,19.79
H3,TZA,20690,Tanzania,ZAF,South Africa,2013,Import,18.119
H3,TZA,20711,Tanzania,ARE,United Arab Emirates,2013,Import,0.065
H3,TZA,20711,Tanzania,GBR,United Kingdom,2013,Import,0.289
H3,TZA,20711,Tanzania,WLD,World,2013,Import,0.354
H3,TZA,20712,Tanzania,ARE,United Arab Emirates,2013,Import,53.839
H3,TZA,20712,Tanzania,CHN,China,2013,Import,0.126
H3,TZA,20712,Tanzania,NLD,Netherlands,2013,Import,18.819
H3,TZA,20712,Tanzania,USA,United States,2013,Import,22.215
H3,TZA,20712,Tanzania,WLD,World,2013,Import,186.322
H3,TZA,20712,Tanzania,ZAF,South Africa,2013,Import,91.323
H3,TZA,20713,Tanzania,GBR,United Kingdom,2013,Import,0.358
H3,TZA,20713,Tanzania,LBN,Lebanon,2013,Import,0.205
H3,TZA,20713,Tanzania,WLD,World,2013,Import,0.563
H3,TZA,20714,Tanzania,ARE,United Arab Emirates,2013,Import,2.062
H3,TZA,20714,Tanzania,CHN,China,2013,Import,0.019
H3,TZA,20714,Tanzania,GBR,United Kingdom,2013,Import,4.543
H3,TZA,20714,Tanzania,NLD,Netherlands,2013,Import,42.655
H3,TZA,20714,Tanzania,USA,United States,2013,Import,22.14
H3,TZA,20714,Tanzania,WLD,World,2013,Import,71.822
H3,TZA,20714,Tanzania,ZAF,South Africa,2013,Import,0.403
H3,TZA,20725,Tanzania,ARE,United Arab Emirates,2013,Import,0.086
H3,TZA,20725,Tanzania,BRA,Brazil,2013,Import,69.037
H3,TZA,20725,Tanzania,GBR,United Kingdom,2013,Import,0.063
H3,TZA,20725,Tanzania,USA,United States,2013,Import,596.641
H3,TZA,20725,Tanzania,WLD,World,2013,Import,665.827
H3,TZA,20726,Tanzania,ARE,United Arab Emirates,2013,Import,1.285
H3,TZA,20726,Tanzania,GBR,United Kingdom,2013,Import,0.055
H3,TZA,20726,Tanzania,KEN,Kenya,2013,Import,0.371
H3,TZA,20726,Tanzania,WLD,World,2013,Import,1.711
H3,TZA,20727,Tanzania,ARE,United Arab Emirates,2013,Import,48.361
H3,TZA,20727,Tanzania,BRA,Brazil,2013,Import,44.377
H3,TZA,20727,Tanzania,GBR,United Kingdom,2013,Import,0.053
H3,TZA,20727,Tanzania,USA,United States,2013,Import,207.765
H3,TZA,20727,Tanzania,WLD,World,2013,Import,300.556
H3,TZA,20732,Tanzania,GBR,United Kingdom,2013,Import,0.014
H3,TZA,20732,Tanzania,WLD,World,2013,Import,0.201
H3,TZA,20732,Tanzania,ZAF,South Africa,2013,Import,0.187
H3,TZA,20735,Tanzania,ARE,United Arab Emirates,2013,Import,0.212
H3,TZA,20735,Tanzania,GBR,United Kingdom,2013,Import,0.02
H3,TZA,20735,Tanzania,WLD,World,2013,Import,0.232
H3,TZA,20736,Tanzania,ARE,United Arab Emirates,2013,Import,2.832
H3,TZA,20736,Tanzania,FRA,France,2013,Import,0.036
H3,TZA,20736,Tanzania,WLD,World,2013,Import,2.868
H3,TZA,20810,Tanzania,GBR,United Kingdom,2013,Import,0.017
H3,TZA,20810,Tanzania,WLD,World,2013,Import,0.017
H3,TZA,20850,Tanzania,CAN,Canada,2013,Export,2.031
H3,TZA,20850,Tanzania,DEU,Germany,2013,Export,1.421
H3,TZA,20850,Tanzania,HKG,"Hong Kong, China",2013,Export,3.051
H3,TZA,20850,Tanzania,WLD,World,2013,Export,7.82
H3,TZA,20850,Tanzania,ZAF,South Africa,2013,Export,1.317
H3,TZA,20890,Tanzania,ARE,United Arab Emirates,2013,Export,0.457
H3,TZA,20890,Tanzania,CHN,China,2013,Import,0.092
H3,TZA,20890,Tanzania,JPN,Japan,2013,Import,0.011
H3,TZA,20890,Tanzania,OMN,Oman,2013,Export,0.152
H3,TZA,20890,Tanzania,WLD,World,2013,Export,0.609
H3,TZA,20890,Tanzania,WLD,World,2013,Import,0.103
H3,TZA,20900,Tanzania,CHN,China,2013,Import,0.193
H3,TZA,20900,Tanzania,DNK,Denmark,2013,Import,0.141
H3,TZA,20900,Tanzania,GBR,United Kingdom,2013,Import,0.069
H3,TZA,20900,Tanzania,WLD,World,2013,Import,0.403
H3,TZA,21011,Tanzania,AUS,Australia,2013,Import,0.56
H3,TZA,21011,Tanzania,KEN,Kenya,2013,Import,705.113
H3,TZA,21011,Tanzania,WLD,World,2013,Import,705.673
H3,TZA,21019,Tanzania,CHN,China,2013,Import,1.589
H3,TZA,21019,Tanzania,GBR,United Kingdom,2013,Import,0.126
H3,TZA,21019,Tanzania,KEN,Kenya,2013,Import,853.895
H3,TZA,21019,Tanzania,THA,Thailand,2013,Import,0.006
H3,TZA,21019,Tanzania,WLD,World,2013,Import,855.647
H3,TZA,21019,Tanzania,ZAF,South Africa,2013,Import,0.031
H3,TZA,21020,Tanzania,ARE,United Arab Emirates,2013,Export,17.153
H3,TZA,21020,Tanzania,CHN,China,2013,Import,0.151
H3,TZA,21020,Tanzania,GBR,United Kingdom,2013,Import,0.021
H3,TZA,21020,Tanzania,ITA,Italy,2013,Import,0.05
H3,TZA,21020,Tanzania,WLD,World,2013,Export,17.153
H3,TZA,21020,Tanzania,WLD,World,2013,Import,0.231
H3,TZA,21020,Tanzania,ZAF,South Africa,2013,Import,0.009
H3,TZA,21091,Tanzania,ESP,Spain,2013,Import,1.148
H3,TZA,21091,Tanzania,WLD,World,2013,Import,1.148
H3,TZA,21093,Tanzania,ARE,United Arab Emirates,2013,Import,0.753
H3,TZA,21093,Tanzania,CHN,China,2013,Import,0.084
H3,TZA,21093,Tanzania,GBR,United Kingdom,2013,Import,0.042
H3,TZA,21093,Tanzania,WLD,World,2013,Import,0.879
H3,TZA,21099,Tanzania,ARE,United Arab Emirates,2013,Import,0.729
H3,TZA,21099,Tanzania,BEL,Belgium,2013,Import,0.055
H3,TZA,21099,Tanzania,WLD,World,2013,Import,1.759
H3,TZA,21099,Tanzania,ZAF,South Africa,2013,Import,0.975
