nomenclature,reporteriso3,productcode,reportername,partneriso3,partnername,year,tradeflowname,tradevaluein1000usd
H3,TZA,391990,Tanzania,NLD,Netherlands,2013,Import,17.17
H3,TZA,391990,Tanzania,NOR,Norway,2013,Import,0.107
H3,TZA,391990,Tanzania,PAK,Pakistan,2013,Import,1.032
H3,TZA,391990,Tanzania,POL,Poland,2013,Import,0.042
H3,TZA,391990,Tanzania,QAT,Qatar,2013,Import,0.256
H3,TZA,391990,Tanzania,ROM,Romania,2013,Import,0.042
H3,TZA,391990,Tanzania,RWA,Rwanda,2013,Export,1.784
H3,TZA,391990,Tanzania,SAU,Saudi Arabia,2013,Import,1.983
H3,TZA,391990,Tanzania,SGP,Singapore,2013,Import,0.508
H3,TZA,391990,Tanzania,SWE,Sweden,2013,Import,0.018
H3,TZA,391990,Tanzania,SWZ,Swaziland,2013,Import,0.158
H3,TZA,391990,Tanzania,THA,Thailand,2013,Import,96.185
H3,TZA,391990,Tanzania,TUR,Turkey,2013,Import,1.874
H3,TZA,391990,Tanzania,UGA,Uganda,2013,Import,0.058
H3,TZA,391990,Tanzania,USA,United States,2013,Import,37.271
H3,TZA,391990,Tanzania,WLD,World,2013,Export,17.687
H3,TZA,391990,Tanzania,WLD,World,2013,Import,2996.8
H3,TZA,391990,Tanzania,ZAF,South Africa,2013,Import,278.276
H3,TZA,391990,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,6.381
H3,TZA,392010,Tanzania,ARE,United Arab Emirates,2013,Import,641.935
H3,TZA,392010,Tanzania,BDI,Burundi,2013,Export,81.854
H3,TZA,392010,Tanzania,BEL,Belgium,2013,Import,9.377
H3,TZA,392010,Tanzania,CAN,Canada,2013,Import,31.795
H3,TZA,392010,Tanzania,CHN,China,2013,Import,768.385
H3,TZA,392010,Tanzania,DEU,Germany,2013,Import,69.102
H3,TZA,392010,Tanzania,DNK,Denmark,2013,Import,20.002
H3,TZA,392010,Tanzania,EGY,"Egypt, Arab Rep.",2013,Import,1648.04
H3,TZA,392010,Tanzania,FRA,France,2013,Import,0.083
H3,TZA,392010,Tanzania,GBR,United Kingdom,2013,Import,1.039
H3,TZA,392010,Tanzania,GIN,Guinea,2013,Import,0.128
H3,TZA,392010,Tanzania,HKG,"Hong Kong, China",2013,Import,71.478
H3,TZA,392010,Tanzania,IND,India,2013,Import,608.337
H3,TZA,392010,Tanzania,ITA,Italy,2013,Import,31.247
H3,TZA,392010,Tanzania,JPN,Japan,2013,Import,0.028
H3,TZA,392010,Tanzania,KEN,Kenya,2013,Import,849.987
H3,TZA,392010,Tanzania,KOR,"Korea, Rep.",2013,Import,36.448
H3,TZA,392010,Tanzania,MWI,Malawi,2013,Export,343.49
H3,TZA,392010,Tanzania,MYS,Malaysia,2013,Import,619.044
H3,TZA,392010,Tanzania,NLD,Netherlands,2013,Import,42.653
H3,TZA,392010,Tanzania,OMN,Oman,2013,Import,0.021
H3,TZA,392010,Tanzania,PAK,Pakistan,2013,Import,0.051
H3,TZA,392010,Tanzania,RWA,Rwanda,2013,Export,246.053
H3,TZA,392010,Tanzania,SGP,Singapore,2013,Import,4.98
H3,TZA,392010,Tanzania,THA,Thailand,2013,Import,543.457
H3,TZA,392010,Tanzania,TUR,Turkey,2013,Import,176.775
H3,TZA,392010,Tanzania,UGA,Uganda,2013,Export,620.811
H3,TZA,392010,Tanzania,UGA,Uganda,2013,Import,0.25
H3,TZA,392010,Tanzania,USA,United States,2013,Import,7.407
H3,TZA,392010,Tanzania,WLD,World,2013,Export,1983.4
H3,TZA,392010,Tanzania,WLD,World,2013,Import,7893.21
H3,TZA,392010,Tanzania,ZAF,South Africa,2013,Export,74.893
H3,TZA,392010,Tanzania,ZAF,South Africa,2013,Import,240.809
H3,TZA,392010,Tanzania,ZMB,Zambia,2013,Export,616.248
H3,TZA,392020,Tanzania,ARE,United Arab Emirates,2013,Import,1827.76
H3,TZA,392020,Tanzania,BRA,Brazil,2013,Import,10.235
H3,TZA,392020,Tanzania,CHE,Switzerland,2013,Import,1.917
H3,TZA,392020,Tanzania,CHN,China,2013,Import,104.796
H3,TZA,392020,Tanzania,DEU,Germany,2013,Import,448.116
H3,TZA,392020,Tanzania,DJI,Djibouti,2013,Import,0.091
H3,TZA,392020,Tanzania,EGY,"Egypt, Arab Rep.",2013,Import,155.947
H3,TZA,392020,Tanzania,GBR,United Kingdom,2013,Import,0.196
H3,TZA,392020,Tanzania,HKG,"Hong Kong, China",2013,Import,0.823
H3,TZA,392020,Tanzania,IDN,Indonesia,2013,Import,1026.63
H3,TZA,392020,Tanzania,IND,India,2013,Import,5374.75
H3,TZA,392020,Tanzania,ITA,Italy,2013,Import,0.086
H3,TZA,392020,Tanzania,KEN,Kenya,2013,Export,0.483
H3,TZA,392020,Tanzania,KEN,Kenya,2013,Import,292.06
H3,TZA,392020,Tanzania,MUS,Mauritius,2013,Import,743.715
H3,TZA,392020,Tanzania,MWI,Malawi,2013,Export,13.545
H3,TZA,392020,Tanzania,MWI,Malawi,2013,Import,272.169
H3,TZA,392020,Tanzania,NLD,Netherlands,2013,Import,41.108
H3,TZA,392020,Tanzania,OMN,Oman,2013,Import,0.086
H3,TZA,392020,Tanzania,SAU,Saudi Arabia,2013,Import,124.163
H3,TZA,392020,Tanzania,SGP,Singapore,2013,Import,0.101
H3,TZA,392020,Tanzania,SWE,Sweden,2013,Import,0.098
H3,TZA,392020,Tanzania,TUR,Turkey,2013,Import,82.732
H3,TZA,392020,Tanzania,UGA,Uganda,2013,Export,17.864
H3,TZA,392020,Tanzania,WLD,World,2013,Export,56.536
H3,TZA,392020,Tanzania,WLD,World,2013,Import,10755
H3,TZA,392020,Tanzania,ZAF,South Africa,2013,Import,218.336
H3,TZA,392020,Tanzania,ZMB,Zambia,2013,Export,0.431
H3,TZA,392030,Tanzania,ARE,United Arab Emirates,2013,Import,0.061
H3,TZA,392030,Tanzania,BEL,Belgium,2013,Import,0.01
H3,TZA,392030,Tanzania,CHN,China,2013,Import,423.465
H3,TZA,392030,Tanzania,DEU,Germany,2013,Import,59.262
H3,TZA,392030,Tanzania,GBR,United Kingdom,2013,Import,0.74
H3,TZA,392030,Tanzania,HKG,"Hong Kong, China",2013,Import,1.222
H3,TZA,392030,Tanzania,IND,India,2013,Import,67.728
H3,TZA,392030,Tanzania,ISR,Israel,2013,Import,0.005
H3,TZA,392030,Tanzania,ITA,Italy,2013,Import,0.003
H3,TZA,392030,Tanzania,KEN,Kenya,2013,Import,16.075
H3,TZA,392030,Tanzania,NLD,Netherlands,2013,Import,1.144
H3,TZA,392030,Tanzania,USA,United States,2013,Import,0.559
H3,TZA,392030,Tanzania,WLD,World,2013,Import,604.737
H3,TZA,392030,Tanzania,ZAF,South Africa,2013,Import,34.463
H3,TZA,392043,Tanzania,ARE,United Arab Emirates,2013,Import,40.825
H3,TZA,392043,Tanzania,CHE,Switzerland,2013,Import,8.444
H3,TZA,392043,Tanzania,CHN,China,2013,Import,1377.72
H3,TZA,392043,Tanzania,DEU,Germany,2013,Import,172.023
H3,TZA,392043,Tanzania,FRA,France,2013,Import,9.504
H3,TZA,392043,Tanzania,HKG,"Hong Kong, China",2013,Import,0.01
H3,TZA,392043,Tanzania,IND,India,2013,Import,164.407
H3,TZA,392043,Tanzania,KEN,Kenya,2013,Export,1.257
H3,TZA,392043,Tanzania,KOR,"Korea, Rep.",2013,Import,77.996
H3,TZA,392043,Tanzania,PAK,Pakistan,2013,Import,0.267
H3,TZA,392043,Tanzania,THA,Thailand,2013,Import,288.092
H3,TZA,392043,Tanzania,TUR,Turkey,2013,Import,129.712
H3,TZA,392043,Tanzania,WLD,World,2013,Export,1.257
H3,TZA,392043,Tanzania,WLD,World,2013,Import,2299.21
H3,TZA,392049,Tanzania,ARE,United Arab Emirates,2013,Import,23.912
H3,TZA,392049,Tanzania,AUS,Australia,2013,Import,0.089
H3,TZA,392049,Tanzania,CHN,China,2013,Import,50.257
H3,TZA,392049,Tanzania,DEU,Germany,2013,Import,74.011
H3,TZA,392049,Tanzania,GBR,United Kingdom,2013,Import,12.171
H3,TZA,392049,Tanzania,HKG,"Hong Kong, China",2013,Import,0.229
H3,TZA,392049,Tanzania,IDN,Indonesia,2013,Import,65.064
H3,TZA,392049,Tanzania,IND,India,2013,Import,54.965
H3,TZA,392049,Tanzania,ISR,Israel,2013,Import,1.229
H3,TZA,392049,Tanzania,KEN,Kenya,2013,Import,433.617
H3,TZA,392049,Tanzania,SGP,Singapore,2013,Import,1.702
H3,TZA,392049,Tanzania,THA,Thailand,2013,Import,70.656
H3,TZA,392049,Tanzania,TUR,Turkey,2013,Import,3.64
H3,TZA,392049,Tanzania,UGA,Uganda,2013,Export,0.3
H3,TZA,392049,Tanzania,USA,United States,2013,Import,0.196
H3,TZA,392049,Tanzania,WLD,World,2013,Export,0.3
H3,TZA,392049,Tanzania,WLD,World,2013,Import,793.082
H3,TZA,392049,Tanzania,ZAF,South Africa,2013,Import,1.344
H3,TZA,392051,Tanzania,ARE,United Arab Emirates,2013,Import,7.833
H3,TZA,392051,Tanzania,CHE,Switzerland,2013,Import,9.907
H3,TZA,392051,Tanzania,CHN,China,2013,Import,1.128
H3,TZA,392051,Tanzania,HKG,"Hong Kong, China",2013,Import,0.089
H3,TZA,392051,Tanzania,IND,India,2013,Import,4.59
H3,TZA,392051,Tanzania,USA,United States,2013,Import,0.058
H3,TZA,392051,Tanzania,WLD,World,2013,Import,56.097
H3,TZA,392051,Tanzania,ZAF,South Africa,2013,Import,0.442
H3,TZA,392059,Tanzania,ARE,United Arab Emirates,2013,Import,0.622
H3,TZA,392059,Tanzania,CHN,China,2013,Import,79.185
H3,TZA,392059,Tanzania,DEU,Germany,2013,Import,0.607
H3,TZA,392059,Tanzania,HKG,"Hong Kong, China",2013,Import,0.018
H3,TZA,392059,Tanzania,IND,India,2013,Import,98.227
H3,TZA,392059,Tanzania,RWA,Rwanda,2013,Import,2.463
H3,TZA,392059,Tanzania,SAU,Saudi Arabia,2013,Import,0.018
H3,TZA,392059,Tanzania,VNM,Vietnam,2013,Import,52.98
H3,TZA,392059,Tanzania,WLD,World,2013,Export,4.781
H3,TZA,392059,Tanzania,WLD,World,2013,Import,234.363
H3,TZA,392059,Tanzania,ZAF,South Africa,2013,Import,0.243
H3,TZA,392059,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,4.781
H3,TZA,392061,Tanzania,ARE,United Arab Emirates,2013,Import,0.02
H3,TZA,392061,Tanzania,CHN,China,2013,Import,32.707
H3,TZA,392061,Tanzania,DEU,Germany,2013,Import,0.645
H3,TZA,392061,Tanzania,GBR,United Kingdom,2013,Import,0.322
H3,TZA,392061,Tanzania,GRC,Greece,2013,Import,0.11
H3,TZA,392061,Tanzania,IND,India,2013,Import,26.722
H3,TZA,392061,Tanzania,KEN,Kenya,2013,Import,5.121
H3,TZA,392061,Tanzania,WLD,World,2013,Import,215.041
H3,TZA,392061,Tanzania,ZAF,South Africa,2013,Import,17.757
H3,TZA,392062,Tanzania,ARE,United Arab Emirates,2013,Import,325.536
H3,TZA,392062,Tanzania,CHN,China,2013,Import,6.317
H3,TZA,392062,Tanzania,IDN,Indonesia,2013,Import,44.489
H3,TZA,392062,Tanzania,IND,India,2013,Import,999.736
H3,TZA,392062,Tanzania,KEN,Kenya,2013,Import,47.093
H3,TZA,392062,Tanzania,NLD,Netherlands,2013,Import,0.044
H3,TZA,392062,Tanzania,THA,Thailand,2013,Import,107.228
H3,TZA,392062,Tanzania,TUR,Turkey,2013,Import,0.243
H3,TZA,392062,Tanzania,USA,United States,2013,Import,0.287
H3,TZA,392062,Tanzania,WLD,World,2013,Import,1534.4
H3,TZA,392062,Tanzania,ZAF,South Africa,2013,Import,3.429
H3,TZA,392063,Tanzania,ARE,United Arab Emirates,2013,Import,12.944
H3,TZA,392063,Tanzania,GBR,United Kingdom,2013,Import,0.008
H3,TZA,392063,Tanzania,IND,India,2013,Import,44.556
H3,TZA,392063,Tanzania,USA,United States,2013,Import,0.666
H3,TZA,392063,Tanzania,WLD,World,2013,Import,58.174
H3,TZA,392069,Tanzania,ARE,United Arab Emirates,2013,Import,1.001
H3,TZA,392069,Tanzania,CHN,China,2013,Import,25.469
H3,TZA,392069,Tanzania,DEU,Germany,2013,Import,33.34
H3,TZA,392069,Tanzania,EGY,"Egypt, Arab Rep.",2013,Import,46.231
H3,TZA,392069,Tanzania,IND,India,2013,Import,65.879
H3,TZA,392069,Tanzania,TUR,Turkey,2013,Import,7.553
H3,TZA,392069,Tanzania,WLD,World,2013,Import,179.473
H3,TZA,392071,Tanzania,ARE,United Arab Emirates,2013,Import,0.247
H3,TZA,392071,Tanzania,KEN,Kenya,2013,Import,2.716
H3,TZA,392071,Tanzania,WLD,World,2013,Import,3.011
H3,TZA,392071,Tanzania,ZAF,South Africa,2013,Import,0.048
H3,TZA,392073,Tanzania,CHN,China,2013,Import,1.975
H3,TZA,392073,Tanzania,WLD,World,2013,Import,1.975
H3,TZA,392079,Tanzania,CHN,China,2013,Import,0.029
H3,TZA,392079,Tanzania,HKG,"Hong Kong, China",2013,Import,10.755
H3,TZA,392079,Tanzania,ITA,Italy,2013,Import,0.438
H3,TZA,392079,Tanzania,WLD,World,2013,Import,12.275
H3,TZA,392079,Tanzania,ZAF,South Africa,2013,Import,1.053
H3,TZA,392091,Tanzania,ARE,United Arab Emirates,2013,Import,1.002
H3,TZA,392091,Tanzania,CHN,China,2013,Import,17.534
H3,TZA,392091,Tanzania,IND,India,2013,Import,0.012
H3,TZA,392091,Tanzania,ITA,Italy,2013,Import,0.581
H3,TZA,392091,Tanzania,KEN,Kenya,2013,Import,3.764
H3,TZA,392091,Tanzania,USA,United States,2013,Import,1.192
H3,TZA,392091,Tanzania,WLD,World,2013,Import,26.07
H3,TZA,392091,Tanzania,ZAF,South Africa,2013,Import,1.985
H3,TZA,392092,Tanzania,CHN,China,2013,Import,6.207
H3,TZA,392092,Tanzania,DNK,Denmark,2013,Import,0.763
H3,TZA,392092,Tanzania,NLD,Netherlands,2013,Import,0.189
H3,TZA,392092,Tanzania,TUR,Turkey,2013,Import,0.097
H3,TZA,392092,Tanzania,WLD,World,2013,Export,0.425
H3,TZA,392092,Tanzania,WLD,World,2013,Import,7.256
H3,TZA,392092,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,0.425
H3,TZA,392093,Tanzania,SGP,Singapore,2013,Import,0.06
H3,TZA,392093,Tanzania,WLD,World,2013,Import,0.263
H3,TZA,392093,Tanzania,ZAF,South Africa,2013,Import,0.203
H3,TZA,392094,Tanzania,ARE,United Arab Emirates,2013,Import,1.307
H3,TZA,392094,Tanzania,CHN,China,2013,Import,7.693
H3,TZA,392094,Tanzania,IND,India,2013,Import,3.062
H3,TZA,392094,Tanzania,WLD,World,2013,Import,13.89
H3,TZA,392094,Tanzania,ZAF,South Africa,2013,Import,1.828
H3,TZA,392099,Tanzania,ARE,United Arab Emirates,2013,Import,46.21
H3,TZA,392099,Tanzania,AUS,Australia,2013,Import,0.147
H3,TZA,392099,Tanzania,BEL,Belgium,2013,Import,0.347
H3,TZA,392099,Tanzania,CAN,Canada,2013,Import,5.626
H3,TZA,392099,Tanzania,CHN,China,2013,Import,176.968
H3,TZA,392099,Tanzania,CZE,Czech Republic,2013,Import,3.964
H3,TZA,392099,Tanzania,DEU,Germany,2013,Import,25.593
H3,TZA,392099,Tanzania,FRA,France,2013,Import,1.105
H3,TZA,392099,Tanzania,GBR,United Kingdom,2013,Import,0.892
H3,TZA,392099,Tanzania,HKG,"Hong Kong, China",2013,Import,0.858
H3,TZA,392099,Tanzania,IDN,Indonesia,2013,Import,35.838
H3,TZA,392099,Tanzania,IND,India,2013,Import,83.58
H3,TZA,392099,Tanzania,ISR,Israel,2013,Import,0.786
H3,TZA,392099,Tanzania,ITA,Italy,2013,Import,0.258
H3,TZA,392099,Tanzania,KEN,Kenya,2013,Import,31.669
H3,TZA,392099,Tanzania,KOR,"Korea, Rep.",2013,Import,0.013
H3,TZA,392099,Tanzania,NLD,Netherlands,2013,Import,0.061
H3,TZA,392099,Tanzania,PAK,Pakistan,2013,Import,3.292
H3,TZA,392099,Tanzania,SGP,Singapore,2013,Import,0.011
H3,TZA,392099,Tanzania,SWE,Sweden,2013,Import,0.202
H3,TZA,392099,Tanzania,THA,Thailand,2013,Import,2.03
H3,TZA,392099,Tanzania,TUR,Turkey,2013,Import,24.144
H3,TZA,392099,Tanzania,USA,United States,2013,Export,0.141
H3,TZA,392099,Tanzania,USA,United States,2013,Import,0.105
H3,TZA,392099,Tanzania,VNM,Vietnam,2013,Import,11.647
H3,TZA,392099,Tanzania,WLD,World,2013,Export,11.275
H3,TZA,392099,Tanzania,WLD,World,2013,Import,553.966
H3,TZA,392099,Tanzania,ZAF,South Africa,2013,Import,98.62
H3,TZA,392099,Tanzania,ZMB,Zambia,2013,Export,11.134
H3,TZA,392111,Tanzania,ARE,United Arab Emirates,2013,Import,43.707
H3,TZA,392111,Tanzania,CHE,Switzerland,2013,Import,28.069
H3,TZA,392111,Tanzania,CHN,China,2013,Import,310.916
H3,TZA,392111,Tanzania,DEU,Germany,2013,Import,2.123
H3,TZA,392111,Tanzania,FRA,France,2013,Import,0.801
H3,TZA,392111,Tanzania,HKG,"Hong Kong, China",2013,Import,0.677
H3,TZA,392111,Tanzania,IND,India,2013,Import,73.005
H3,TZA,392111,Tanzania,KEN,Kenya,2013,Import,1.769
H3,TZA,392111,Tanzania,NLD,Netherlands,2013,Import,15.579
H3,TZA,392111,Tanzania,POL,Poland,2013,Import,18.177
H3,TZA,392111,Tanzania,WLD,World,2013,Import,513.89
H3,TZA,392111,Tanzania,ZAF,South Africa,2013,Import,19.067
H3,TZA,392112,Tanzania,ARE,United Arab Emirates,2013,Import,73.413
H3,TZA,392112,Tanzania,CHN,China,2013,Import,410.871
H3,TZA,392112,Tanzania,DEU,Germany,2013,Import,2.427
H3,TZA,392112,Tanzania,GBR,United Kingdom,2013,Import,0.028
H3,TZA,392112,Tanzania,IND,India,2013,Import,29.723
H3,TZA,392112,Tanzania,ITA,Italy,2013,Import,0.013
H3,TZA,392112,Tanzania,NLD,Netherlands,2013,Import,5.404
H3,TZA,392112,Tanzania,SWE,Sweden,2013,Import,2.768
H3,TZA,392112,Tanzania,WLD,World,2013,Import,524.777
H3,TZA,392112,Tanzania,ZAF,South Africa,2013,Import,0.13
H3,TZA,392113,Tanzania,ARE,United Arab Emirates,2013,Import,0.184
H3,TZA,392113,Tanzania,AUS,Australia,2013,Import,16.598
H3,TZA,392113,Tanzania,AUT,Austria,2013,Import,2.967
H3,TZA,392113,Tanzania,CHN,China,2013,Import,12.23
H3,TZA,392113,Tanzania,CZE,Czech Republic,2013,Import,0.238
H3,TZA,392113,Tanzania,DEU,Germany,2013,Import,0.06
H3,TZA,392113,Tanzania,ESP,Spain,2013,Import,0.028
H3,TZA,392113,Tanzania,FRA,France,2013,Import,3.578
H3,TZA,392113,Tanzania,SWE,Sweden,2013,Import,2.813
H3,TZA,392113,Tanzania,TUR,Turkey,2013,Import,0.786
H3,TZA,392113,Tanzania,USA,United States,2013,Import,0.399
H3,TZA,392113,Tanzania,WLD,World,2013,Import,40.251
H3,TZA,392113,Tanzania,ZAF,South Africa,2013,Import,0.37
H3,TZA,392114,Tanzania,ARE,United Arab Emirates,2013,Import,3.136
H3,TZA,392114,Tanzania,CHN,China,2013,Import,0.561
H3,TZA,392114,Tanzania,RWA,Rwanda,2013,Export,0.174
H3,TZA,392114,Tanzania,SAU,Saudi Arabia,2013,Import,1.614
H3,TZA,392114,Tanzania,WLD,World,2013,Export,0.174
H3,TZA,392114,Tanzania,WLD,World,2013,Import,5.388
H3,TZA,392114,Tanzania,ZAF,South Africa,2013,Import,0.077
H3,TZA,392119,Tanzania,ARE,United Arab Emirates,2013,Import,1.748
H3,TZA,392119,Tanzania,AUT,Austria,2013,Import,0.069
H3,TZA,392119,Tanzania,CHN,China,2013,Import,26.992
H3,TZA,392119,Tanzania,FRA,France,2013,Import,3.806
H3,TZA,392119,Tanzania,GBR,United Kingdom,2013,Import,1.014
H3,TZA,392119,Tanzania,HKG,"Hong Kong, China",2013,Import,0.544
H3,TZA,392119,Tanzania,IND,India,2013,Import,191.515
H3,TZA,392119,Tanzania,KEN,Kenya,2013,Import,54.796
H3,TZA,392119,Tanzania,LBN,Lebanon,2013,Import,91.44
H3,TZA,392119,Tanzania,SAU,Saudi Arabia,2013,Import,499.933
H3,TZA,392119,Tanzania,USA,United States,2013,Import,50.298
H3,TZA,392119,Tanzania,WLD,World,2013,Import,1094.96
H3,TZA,392119,Tanzania,ZAF,South Africa,2013,Import,2.567
H3,TZA,392190,Tanzania,ARE,United Arab Emirates,2013,Import,63.361
H3,TZA,392190,Tanzania,AUS,Australia,2013,Import,0.478
H3,TZA,392190,Tanzania,AUT,Austria,2013,Import,0.004
H3,TZA,392190,Tanzania,BEL,Belgium,2013,Import,8.073
H3,TZA,392190,Tanzania,CHE,Switzerland,2013,Import,0.417
H3,TZA,392190,Tanzania,CHN,China,2013,Import,138.721
H3,TZA,392190,Tanzania,CZE,Czech Republic,2013,Import,18.208
H3,TZA,392190,Tanzania,DEU,Germany,2013,Import,11.254
H3,TZA,392190,Tanzania,DNK,Denmark,2013,Import,0.078
H3,TZA,392190,Tanzania,FRA,France,2013,Import,43.679
H3,TZA,392190,Tanzania,GBR,United Kingdom,2013,Import,4.317
H3,TZA,392190,Tanzania,HKG,"Hong Kong, China",2013,Import,0.01
H3,TZA,392190,Tanzania,IND,India,2013,Import,214.542
H3,TZA,392190,Tanzania,ISR,Israel,2013,Import,0.483
H3,TZA,392190,Tanzania,ITA,Italy,2013,Import,0.039
H3,TZA,392190,Tanzania,KEN,Kenya,2013,Import,22.761
H3,TZA,392190,Tanzania,KOR,"Korea, Rep.",2013,Import,0.01
H3,TZA,392190,Tanzania,LBN,Lebanon,2013,Import,0.284
H3,TZA,392190,Tanzania,MLI,Mali,2013,Export,26.505
H3,TZA,392190,Tanzania,MOZ,Mozambique,2013,Export,6.916
H3,TZA,392190,Tanzania,MWI,Malawi,2013,Export,11.8
H3,TZA,392190,Tanzania,NLD,Netherlands,2013,Import,18.744
H3,TZA,392190,Tanzania,PAK,Pakistan,2013,Import,1.11
H3,TZA,392190,Tanzania,POL,Poland,2013,Import,1.323
H3,TZA,392190,Tanzania,RWA,Rwanda,2013,Export,3.063
H3,TZA,392190,Tanzania,SAU,Saudi Arabia,2013,Import,62.149
H3,TZA,392190,Tanzania,SGP,Singapore,2013,Import,0.176
H3,TZA,392190,Tanzania,THA,Thailand,2013,Import,0.203
H3,TZA,392190,Tanzania,TUR,Turkey,2013,Import,15.064
H3,TZA,392190,Tanzania,UGA,Uganda,2013,Import,0.014
H3,TZA,392190,Tanzania,USA,United States,2013,Import,1918.76
H3,TZA,392190,Tanzania,WLD,World,2013,Export,127.164
H3,TZA,392190,Tanzania,WLD,World,2013,Import,2827.74
H3,TZA,392190,Tanzania,ZAF,South Africa,2013,Import,282.137
H3,TZA,392190,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,75.036
H3,TZA,392190,Tanzania,ZMB,Zambia,2013,Export,3.844
H3,TZA,392210,Tanzania,AGO,Angola,2013,Export,370.415
H3,TZA,392210,Tanzania,ARE,United Arab Emirates,2013,Import,224.632
H3,TZA,392210,Tanzania,AUS,Australia,2013,Import,3.986
H3,TZA,392210,Tanzania,AUT,Austria,2013,Import,0.056
H3,TZA,392210,Tanzania,BDI,Burundi,2013,Export,5.333
H3,TZA,392210,Tanzania,BEL,Belgium,2013,Import,1.587
H3,TZA,392210,Tanzania,BHR,Bahrain,2013,Import,0.148
H3,TZA,392210,Tanzania,BRA,Brazil,2013,Import,14.193
H3,TZA,392210,Tanzania,CAN,Canada,2013,Import,0.006
H3,TZA,392210,Tanzania,CHE,Switzerland,2013,Import,2.092
H3,TZA,392210,Tanzania,CHN,China,2013,Import,441.733
H3,TZA,392210,Tanzania,DEU,Germany,2013,Import,27.406
H3,TZA,392210,Tanzania,EGY,"Egypt, Arab Rep.",2013,Import,21.31
H3,TZA,392210,Tanzania,ESP,Spain,2013,Import,28.607
H3,TZA,392210,Tanzania,GBR,United Kingdom,2013,Import,11.518
H3,TZA,392210,Tanzania,HKG,"Hong Kong, China",2013,Import,6.115
H3,TZA,392210,Tanzania,HRV,Croatia,2013,Import,0.107
H3,TZA,392210,Tanzania,IND,India,2013,Import,27.899
H3,TZA,392210,Tanzania,ITA,Italy,2013,Import,73.081
H3,TZA,392210,Tanzania,KEN,Kenya,2013,Import,11.749
H3,TZA,392210,Tanzania,KOR,"Korea, Rep.",2013,Import,0.267
H3,TZA,392210,Tanzania,MOZ,Mozambique,2013,Export,2.029
H3,TZA,392210,Tanzania,MYS,Malaysia,2013,Import,1.442
H3,TZA,392210,Tanzania,NLD,Netherlands,2013,Import,1.553
H3,TZA,392210,Tanzania,OMN,Oman,2013,Import,0.653
H3,TZA,392210,Tanzania,RWA,Rwanda,2013,Export,0.005
H3,TZA,392210,Tanzania,SWE,Sweden,2013,Import,0.092
H3,TZA,392210,Tanzania,TUR,Turkey,2013,Import,73.66
H3,TZA,392210,Tanzania,UGA,Uganda,2013,Export,0.485
H3,TZA,392210,Tanzania,UGA,Uganda,2013,Import,43.471
H3,TZA,392210,Tanzania,USA,United States,2013,Import,3.761
H3,TZA,392210,Tanzania,WLD,World,2013,Export,420.625
H3,TZA,392210,Tanzania,WLD,World,2013,Import,1111.95
H3,TZA,392210,Tanzania,ZAF,South Africa,2013,Import,90.828
H3,TZA,392210,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,27.343
H3,TZA,392210,Tanzania,ZMB,Zambia,2013,Export,15.015
H3,TZA,392220,Tanzania,ARE,United Arab Emirates,2013,Import,48.366
H3,TZA,392220,Tanzania,AUS,Australia,2013,Import,0.536
H3,TZA,392220,Tanzania,CHN,China,2013,Import,29.37
H3,TZA,392220,Tanzania,CZE,Czech Republic,2013,Import,3.802
H3,TZA,392220,Tanzania,DEU,Germany,2013,Import,0.145
H3,TZA,392220,Tanzania,EGY,"Egypt, Arab Rep.",2013,Import,4.288
H3,TZA,392220,Tanzania,ESP,Spain,2013,Import,41.03
H3,TZA,392220,Tanzania,GBR,United Kingdom,2013,Import,0.38
H3,TZA,392220,Tanzania,HKG,"Hong Kong, China",2013,Import,0.169
H3,TZA,392220,Tanzania,IND,India,2013,Import,16.982
H3,TZA,392220,Tanzania,ITA,Italy,2013,Import,0.971
H3,TZA,392220,Tanzania,JPN,Japan,2013,Import,0.156
H3,TZA,392220,Tanzania,KEN,Kenya,2013,Import,0.049
H3,TZA,392220,Tanzania,NLD,Netherlands,2013,Import,0.378
H3,TZA,392220,Tanzania,QAT,Qatar,2013,Import,0.742
H3,TZA,392220,Tanzania,SWE,Sweden,2013,Import,0.011
H3,TZA,392220,Tanzania,TUR,Turkey,2013,Import,3.16
H3,TZA,392220,Tanzania,USA,United States,2013,Import,4.902
H3,TZA,392220,Tanzania,WLD,World,2013,Export,1.992
H3,TZA,392220,Tanzania,WLD,World,2013,Import,170.544
H3,TZA,392220,Tanzania,ZAF,South Africa,2013,Import,15.107
H3,TZA,392220,Tanzania,ZAR,"Congo, Dem. Rep.",2013,Export,1.693
H3,TZA,392220,Tanzania,ZMB,Zambia,2013,Export,0.299
H3,TZA,392290,Tanzania,ARE,United Arab Emirates,2013,Import,295.284
H3,TZA,392290,Tanzania,AUS,Australia,2013,Import,2.119
H3,TZA,392290,Tanzania,BDI,Burundi,2013,Export,1.791
H3,TZA,392290,Tanzania,BEL,Belgium,2013,Import,4.61
H3,TZA,392290,Tanzania,BRA,Brazil,2013,Import,70.884
