nomenclature,reporteriso3,productcode,reportername,partneriso3,partnername,year,tradeflowname,tradevaluein1000usd
H3,TZA,10110,Tanzania,KEN,Kenya,2012,Export,5.374
H3,TZA,10110,Tanzania,KEN,Kenya,2012,Import,3.846
H3,TZA,10110,Tanzania,WLD,World,2012,Export,5.374
H3,TZA,10110,Tanzania,WLD,World,2012,Import,10.337
H3,TZA,10110,Tanzania,ZAF,South Africa,2012,Import,6.491
H3,TZA,10190,Tanzania,ARE,United Arab Emirates,2012,Import,0.263
H3,TZA,10190,Tanzania,BEL,Belgium,2012,Import,0.015
H3,TZA,10190,Tanzania,NAM,Namibia,2012,Import,0.098
H3,TZA,10190,Tanzania,USA,United States,2012,Export,0.081
H3,TZA,10190,Tanzania,WLD,World,2012,Export,0.081
H3,TZA,10190,Tanzania,WLD,World,2012,Import,8.428
H3,TZA,10190,Tanzania,ZAF,South Africa,2012,Import,8.052
H3,TZA,10210,Tanzania,BDI,Burundi,2012,Export,1.474
H3,TZA,10210,Tanzania,KEN,Kenya,2012,Import,39.337
H3,TZA,10210,Tanzania,WLD,World,2012,Export,1.576
H3,TZA,10210,Tanzania,WLD,World,2012,Import,39.337
H3,TZA,10210,Tanzania,ZAF,South Africa,2012,Export,0.102
H3,TZA,10290,Tanzania,CZE,Czech Republic,2012,Import,44.741
H3,TZA,10290,Tanzania,DNK,Denmark,2012,Export,6.345
H3,TZA,10290,Tanzania,GBR,United Kingdom,2012,Export,0.102
H3,TZA,10290,Tanzania,GBR,United Kingdom,2012,Import,0.071
H3,TZA,10290,Tanzania,JPN,Japan,2012,Export,7.073
H3,TZA,10290,Tanzania,KEN,Kenya,2012,Export,11.443
H3,TZA,10290,Tanzania,MWI,Malawi,2012,Export,2.758
H3,TZA,10290,Tanzania,UGA,Uganda,2012,Import,1.879
H3,TZA,10290,Tanzania,USA,United States,2012,Export,0.051
H3,TZA,10290,Tanzania,WLD,World,2012,Export,64.641
H3,TZA,10290,Tanzania,WLD,World,2012,Import,47.807
H3,TZA,10290,Tanzania,ZAF,South Africa,2012,Export,0.082
H3,TZA,10290,Tanzania,ZAF,South Africa,2012,Import,0.252
H3,TZA,10290,Tanzania,ZAR,"Congo, Dem. Rep.",2012,Export,0.769
H3,TZA,10290,Tanzania,ZMB,Zambia,2012,Export,36.018
H3,TZA,10290,Tanzania,ZMB,Zambia,2012,Import,0.864
H3,TZA,10310,Tanzania,KEN,Kenya,2012,Import,5.893
H3,TZA,10310,Tanzania,WLD,World,2012,Export,90.684
H3,TZA,10310,Tanzania,WLD,World,2012,Import,5.893
H3,TZA,10310,Tanzania,ZMB,Zambia,2012,Export,90.684
H3,TZA,10391,Tanzania,BEL,Belgium,2012,Import,0.035
H3,TZA,10391,Tanzania,CHN,China,2012,Import,0.001
H3,TZA,10391,Tanzania,WLD,World,2012,Import,0.54
H3,TZA,10391,Tanzania,ZMB,Zambia,2012,Import,0.504
H3,TZA,10410,Tanzania,GBR,United Kingdom,2012,Import,0.36
H3,TZA,10410,Tanzania,WLD,World,2012,Import,0.36
H3,TZA,10420,Tanzania,COM,Comoros,2012,Export,110.748
H3,TZA,10420,Tanzania,WLD,World,2012,Export,110.748
H3,TZA,10511,Tanzania,ARE,United Arab Emirates,2012,Import,0.991
H3,TZA,10511,Tanzania,BHR,Bahrain,2012,Import,0.111
H3,TZA,10511,Tanzania,CHE,Switzerland,2012,Import,6.461
H3,TZA,10511,Tanzania,COL,Colombia,2012,Export,0.001
H3,TZA,10511,Tanzania,COM,Comoros,2012,Export,1.321
H3,TZA,10511,Tanzania,CUW,Curaçao,2012,Import,2.658
H3,TZA,10511,Tanzania,FRA,France,2012,Import,434.434
H3,TZA,10511,Tanzania,IND,India,2012,Import,1.282
H3,TZA,10511,Tanzania,KEN,Kenya,2012,Import,527.671
H3,TZA,10511,Tanzania,MUS,Mauritius,2012,Import,67.218
H3,TZA,10511,Tanzania,MWI,Malawi,2012,Import,82.751
H3,TZA,10511,Tanzania,NLD,Netherlands,2012,Import,183.918
H3,TZA,10511,Tanzania,WLD,World,2012,Export,1.367
H3,TZA,10511,Tanzania,WLD,World,2012,Import,1341.43
H3,TZA,10511,Tanzania,ZAR,"Congo, Dem. Rep.",2012,Export,0.045
H3,TZA,10511,Tanzania,ZWE,Zimbabwe,2012,Import,33.934
H3,TZA,10512,Tanzania,KEN,Kenya,2012,Import,0.128
H3,TZA,10512,Tanzania,WLD,World,2012,Import,0.128
H3,TZA,10599,Tanzania,WLD,World,2012,Import,0.096
H3,TZA,10599,Tanzania,ZAF,South Africa,2012,Import,0.096
H3,TZA,10611,Tanzania,GBR,United Kingdom,2012,Import,0.924
H3,TZA,10611,Tanzania,KEN,Kenya,2012,Import,2.013
H3,TZA,10611,Tanzania,WLD,World,2012,Import,3.701
H3,TZA,10611,Tanzania,ZAF,South Africa,2012,Import,0.764
H3,TZA,10619,Tanzania,BFA,Burkina Faso,2012,Export,0.179
H3,TZA,10619,Tanzania,BFA,Burkina Faso,2012,Import,0.113
H3,TZA,10619,Tanzania,CZE,Czech Republic,2012,Import,33.503
H3,TZA,10619,Tanzania,DEU,Germany,2012,Export,0.101
H3,TZA,10619,Tanzania,FRA,France,2012,Import,0.052
H3,TZA,10619,Tanzania,GBR,United Kingdom,2012,Export,0.254
H3,TZA,10619,Tanzania,GHA,Ghana,2012,Import,0.342
H3,TZA,10619,Tanzania,JPN,Japan,2012,Export,3.037
H3,TZA,10619,Tanzania,KEN,Kenya,2012,Import,67.803
H3,TZA,10619,Tanzania,MOZ,Mozambique,2012,Export,0.051
H3,TZA,10619,Tanzania,NAM,Namibia,2012,Import,0.006
H3,TZA,10619,Tanzania,RWA,Rwanda,2012,Export,0.03
H3,TZA,10619,Tanzania,THA,Thailand,2012,Export,0.051
H3,TZA,10619,Tanzania,UGA,Uganda,2012,Import,0.257
H3,TZA,10619,Tanzania,USA,United States,2012,Export,7.896
H3,TZA,10619,Tanzania,USA,United States,2012,Import,0.152
H3,TZA,10619,Tanzania,WLD,World,2012,Export,11.701
H3,TZA,10619,Tanzania,WLD,World,2012,Import,105.305
H3,TZA,10619,Tanzania,ZAF,South Africa,2012,Export,0.102
H3,TZA,10619,Tanzania,ZAF,South Africa,2012,Import,3.077
H3,TZA,10620,Tanzania,CAN,Canada,2012,Export,1.078
H3,TZA,10620,Tanzania,CZE,Czech Republic,2012,Export,3.899
H3,TZA,10620,Tanzania,ESP,Spain,2012,Export,1.078
H3,TZA,10620,Tanzania,GBR,United Kingdom,2012,Export,0.405
H3,TZA,10620,Tanzania,JPN,Japan,2012,Export,6.58
H3,TZA,10620,Tanzania,MYS,Malaysia,2012,Export,2.533
H3,TZA,10620,Tanzania,NLD,Netherlands,2012,Export,12.868
H3,TZA,10620,Tanzania,USA,United States,2012,Export,0.823
H3,TZA,10620,Tanzania,WLD,World,2012,Export,29.264
H3,TZA,10631,Tanzania,WLD,World,2012,Export,2.033
H3,TZA,10639,Tanzania,ARE,United Arab Emirates,2012,Export,0.71
H3,TZA,10639,Tanzania,ARE,United Arab Emirates,2012,Import,0.306
H3,TZA,10639,Tanzania,CHN,China,2012,Export,1.015
H3,TZA,10639,Tanzania,SGP,Singapore,2012,Export,0.507
H3,TZA,10639,Tanzania,WLD,World,2012,Export,2.242
H3,TZA,10639,Tanzania,WLD,World,2012,Import,0.306
H3,TZA,10639,Tanzania,ZAF,South Africa,2012,Export,0.01
H3,TZA,10690,Tanzania,ARM,Armenia,2012,Export,11.177
H3,TZA,10690,Tanzania,CZE,Czech Republic,2012,Export,0.614
H3,TZA,10690,Tanzania,DEU,Germany,2012,Export,6.908
H3,TZA,10690,Tanzania,GBR,United Kingdom,2012,Import,2.427
H3,TZA,10690,Tanzania,HKG,"Hong Kong, China",2012,Export,0.304
H3,TZA,10690,Tanzania,MYS,Malaysia,2012,Import,0.088
H3,TZA,10690,Tanzania,NLD,Netherlands,2012,Import,0.045
H3,TZA,10690,Tanzania,SWE,Sweden,2012,Export,0.102
H3,TZA,10690,Tanzania,WLD,World,2012,Export,19.105
H3,TZA,10690,Tanzania,WLD,World,2012,Import,2.722
H3,TZA,10690,Tanzania,ZAF,South Africa,2012,Import,0.162
H3,TZA,20110,Tanzania,GBR,United Kingdom,2012,Import,0.266
H3,TZA,20110,Tanzania,WLD,World,2012,Export,314.809
H3,TZA,20110,Tanzania,WLD,World,2012,Import,0.266
H3,TZA,20110,Tanzania,ZMB,Zambia,2012,Export,314.809
H3,TZA,20120,Tanzania,ARE,United Arab Emirates,2012,Export,8.731
H3,TZA,20120,Tanzania,ARE,United Arab Emirates,2012,Import,5.872
H3,TZA,20120,Tanzania,GBR,United Kingdom,2012,Import,0.141
H3,TZA,20120,Tanzania,KEN,Kenya,2012,Import,233.187
H3,TZA,20120,Tanzania,OMN,Oman,2012,Export,3.557
H3,TZA,20120,Tanzania,WLD,World,2012,Export,12.288
H3,TZA,20120,Tanzania,WLD,World,2012,Import,239.2
H3,TZA,20130,Tanzania,ARE,United Arab Emirates,2012,Import,0.608
H3,TZA,20130,Tanzania,GBR,United Kingdom,2012,Import,0.021
H3,TZA,20130,Tanzania,KEN,Kenya,2012,Import,123.422
H3,TZA,20130,Tanzania,WLD,World,2012,Import,124.109
H3,TZA,20130,Tanzania,ZAF,South Africa,2012,Import,0.058
H3,TZA,20220,Tanzania,ARE,United Arab Emirates,2012,Export,69.763
H3,TZA,20220,Tanzania,ARE,United Arab Emirates,2012,Import,7.649
H3,TZA,20220,Tanzania,GBR,United Kingdom,2012,Import,0.078
H3,TZA,20220,Tanzania,KEN,Kenya,2012,Import,570.653
H3,TZA,20220,Tanzania,OMN,Oman,2012,Export,3.557
H3,TZA,20220,Tanzania,SGP,Singapore,2012,Export,1.016
H3,TZA,20220,Tanzania,WLD,World,2012,Export,74.661
H3,TZA,20220,Tanzania,WLD,World,2012,Import,581.243
H3,TZA,20220,Tanzania,ZAF,South Africa,2012,Import,2.863
H3,TZA,20230,Tanzania,ARE,United Arab Emirates,2012,Import,0.63
H3,TZA,20230,Tanzania,CHN,China,2012,Import,0.026
H3,TZA,20230,Tanzania,GBR,United Kingdom,2012,Import,4.878
H3,TZA,20230,Tanzania,ITA,Italy,2012,Import,0.192
H3,TZA,20230,Tanzania,KEN,Kenya,2012,Import,157.701
H3,TZA,20230,Tanzania,WLD,World,2012,Export,1.518
H3,TZA,20230,Tanzania,WLD,World,2012,Import,170.424
H3,TZA,20230,Tanzania,ZAF,South Africa,2012,Export,1.518
H3,TZA,20230,Tanzania,ZAF,South Africa,2012,Import,6.997
H3,TZA,20312,Tanzania,ARE,United Arab Emirates,2012,Import,0.608
H3,TZA,20312,Tanzania,DEU,Germany,2012,Import,0.277
H3,TZA,20312,Tanzania,KEN,Kenya,2012,Import,43.369
H3,TZA,20312,Tanzania,WLD,World,2012,Import,44.254
H3,TZA,20319,Tanzania,ARE,United Arab Emirates,2012,Export,27.992
H3,TZA,20319,Tanzania,ARE,United Arab Emirates,2012,Import,0.314
H3,TZA,20319,Tanzania,AUS,Australia,2012,Import,0.144
H3,TZA,20319,Tanzania,CHN,China,2012,Import,0.273
H3,TZA,20319,Tanzania,GBR,United Kingdom,2012,Import,0.07
H3,TZA,20319,Tanzania,ITA,Italy,2012,Import,2.65
H3,TZA,20319,Tanzania,OMN,Oman,2012,Export,0.184
H3,TZA,20319,Tanzania,WLD,World,2012,Export,28.176
H3,TZA,20319,Tanzania,WLD,World,2012,Import,7.424
H3,TZA,20319,Tanzania,ZAF,South Africa,2012,Import,3.973
H3,TZA,20322,Tanzania,ARE,United Arab Emirates,2012,Import,5.873
H3,TZA,20322,Tanzania,BEL,Belgium,2012,Import,71.053
H3,TZA,20322,Tanzania,BRA,Brazil,2012,Import,6.918
H3,TZA,20322,Tanzania,KEN,Kenya,2012,Import,10.485
H3,TZA,20322,Tanzania,WLD,World,2012,Import,102.124
H3,TZA,20322,Tanzania,ZAF,South Africa,2012,Import,7.795
H3,TZA,20329,Tanzania,ARE,United Arab Emirates,2012,Export,28.169
H3,TZA,20329,Tanzania,BEL,Belgium,2012,Import,25.912
H3,TZA,20329,Tanzania,BRA,Brazil,2012,Import,86.181
H3,TZA,20329,Tanzania,COM,Comoros,2012,Export,0.049
H3,TZA,20329,Tanzania,DEU,Germany,2012,Import,1.247
H3,TZA,20329,Tanzania,DNK,Denmark,2012,Import,63.341
H3,TZA,20329,Tanzania,GBR,United Kingdom,2012,Import,0.02
H3,TZA,20329,Tanzania,KEN,Kenya,2012,Import,1479.97
H3,TZA,20329,Tanzania,OMN,Oman,2012,Export,20.342
H3,TZA,20329,Tanzania,SAU,Saudi Arabia,2012,Import,0.44
H3,TZA,20329,Tanzania,WLD,World,2012,Export,48.56
H3,TZA,20329,Tanzania,WLD,World,2012,Import,1727.95
H3,TZA,20329,Tanzania,ZAF,South Africa,2012,Import,70.838
H3,TZA,20410,Tanzania,ARE,United Arab Emirates,2012,Import,2.033
H3,TZA,20410,Tanzania,FRA,France,2012,Import,0.376
H3,TZA,20410,Tanzania,GBR,United Kingdom,2012,Import,0.057
H3,TZA,20410,Tanzania,KEN,Kenya,2012,Import,8.572
H3,TZA,20410,Tanzania,WLD,World,2012,Import,11.038
H3,TZA,20421,Tanzania,WLD,World,2012,Import,0.504
H3,TZA,20421,Tanzania,ZAF,South Africa,2012,Import,0.504
H3,TZA,20422,Tanzania,ARE,United Arab Emirates,2012,Export,10.104
H3,TZA,20422,Tanzania,KEN,Kenya,2012,Import,34.109
H3,TZA,20422,Tanzania,SAU,Saudi Arabia,2012,Import,13.59
H3,TZA,20422,Tanzania,WLD,World,2012,Export,10.104
H3,TZA,20422,Tanzania,WLD,World,2012,Import,47.699
H3,TZA,20423,Tanzania,ARE,United Arab Emirates,2012,Import,2.645
H3,TZA,20423,Tanzania,KEN,Kenya,2012,Import,17.366
H3,TZA,20423,Tanzania,WLD,World,2012,Import,20.011
H3,TZA,20430,Tanzania,KEN,Kenya,2012,Import,8.56
H3,TZA,20430,Tanzania,WLD,World,2012,Import,8.56
H3,TZA,20441,Tanzania,KEN,Kenya,2012,Import,8.593
H3,TZA,20441,Tanzania,WLD,World,2012,Import,8.593
H3,TZA,20442,Tanzania,SAU,Saudi Arabia,2012,Import,30.452
H3,TZA,20442,Tanzania,WLD,World,2012,Import,30.47
H3,TZA,20442,Tanzania,ZAF,South Africa,2012,Import,0.018
H3,TZA,20450,Tanzania,ARE,United Arab Emirates,2012,Export,4.577
H3,TZA,20450,Tanzania,KEN,Kenya,2012,Import,171.678
H3,TZA,20450,Tanzania,OMN,Oman,2012,Export,1.017
H3,TZA,20450,Tanzania,WLD,World,2012,Export,5.594
H3,TZA,20450,Tanzania,WLD,World,2012,Import,171.909
H3,TZA,20450,Tanzania,ZAF,South Africa,2012,Import,0.231
H3,TZA,20610,Tanzania,GBR,United Kingdom,2012,Import,0.029
H3,TZA,20610,Tanzania,WLD,World,2012,Import,0.029
H3,TZA,20629,Tanzania,JPN,Japan,2012,Import,0.006
H3,TZA,20629,Tanzania,KEN,Kenya,2012,Import,23.441
H3,TZA,20629,Tanzania,WLD,World,2012,Export,4.367
H3,TZA,20629,Tanzania,WLD,World,2012,Import,27.962
H3,TZA,20629,Tanzania,ZAF,South Africa,2012,Export,4.367
H3,TZA,20629,Tanzania,ZAF,South Africa,2012,Import,4.515
H3,TZA,20630,Tanzania,DNK,Denmark,2012,Import,0.133
H3,TZA,20630,Tanzania,WLD,World,2012,Import,0.133
H3,TZA,20641,Tanzania,CHN,China,2012,Import,0.234
H3,TZA,20641,Tanzania,WLD,World,2012,Import,0.234
H3,TZA,20649,Tanzania,CAN,Canada,2012,Import,0.153
H3,TZA,20649,Tanzania,WLD,World,2012,Export,8.175
H3,TZA,20649,Tanzania,WLD,World,2012,Import,8.305
H3,TZA,20649,Tanzania,ZAF,South Africa,2012,Export,8.175
H3,TZA,20649,Tanzania,ZAF,South Africa,2012,Import,8.152
H3,TZA,20680,Tanzania,ARE,United Arab Emirates,2012,Import,18.301
H3,TZA,20680,Tanzania,GBR,United Kingdom,2012,Export,0.718
H3,TZA,20680,Tanzania,WLD,World,2012,Export,3.421
H3,TZA,20680,Tanzania,WLD,World,2012,Import,21.732
H3,TZA,20680,Tanzania,ZAF,South Africa,2012,Export,2.703
H3,TZA,20680,Tanzania,ZAF,South Africa,2012,Import,3.431
H3,TZA,20690,Tanzania,GBR,United Kingdom,2012,Export,2.107
H3,TZA,20690,Tanzania,IND,India,2012,Import,0.049
H3,TZA,20690,Tanzania,KEN,Kenya,2012,Import,32.195
H3,TZA,20690,Tanzania,NLD,Netherlands,2012,Export,1.456
H3,TZA,20690,Tanzania,WLD,World,2012,Export,13.539
H3,TZA,20690,Tanzania,WLD,World,2012,Import,51.094
H3,TZA,20690,Tanzania,ZAF,South Africa,2012,Export,9.976
H3,TZA,20690,Tanzania,ZAF,South Africa,2012,Import,18.85
H3,TZA,20711,Tanzania,GBR,United Kingdom,2012,Import,0.09
H3,TZA,20711,Tanzania,WLD,World,2012,Import,0.09
H3,TZA,20712,Tanzania,ARE,United Arab Emirates,2012,Import,63.007
H3,TZA,20712,Tanzania,BRA,Brazil,2012,Import,122.393
H3,TZA,20712,Tanzania,GBR,United Kingdom,2012,Import,0.076
H3,TZA,20712,Tanzania,WLD,World,2012,Import,187.457
H3,TZA,20712,Tanzania,ZAF,South Africa,2012,Import,1.981
H3,TZA,20713,Tanzania,ARE,United Arab Emirates,2012,Import,40.732
H3,TZA,20713,Tanzania,GBR,United Kingdom,2012,Import,0.427
H3,TZA,20713,Tanzania,USA,United States,2012,Import,39.314
H3,TZA,20713,Tanzania,WLD,World,2012,Import,80.575
H3,TZA,20713,Tanzania,ZAF,South Africa,2012,Import,0.102
H3,TZA,20714,Tanzania,ARE,United Arab Emirates,2012,Import,8.161
H3,TZA,20714,Tanzania,BEL,Belgium,2012,Import,6.421
H3,TZA,20714,Tanzania,BRA,Brazil,2012,Import,49.96
H3,TZA,20714,Tanzania,GBR,United Kingdom,2012,Import,0.094
H3,TZA,20714,Tanzania,KEN,Kenya,2012,Import,0.568
H3,TZA,20714,Tanzania,USA,United States,2012,Import,59.724
H3,TZA,20714,Tanzania,WLD,World,2012,Import,124.928
H3,TZA,20724,Tanzania,ARE,United Arab Emirates,2012,Import,4.209
H3,TZA,20724,Tanzania,LBN,Lebanon,2012,Import,0.391
H3,TZA,20724,Tanzania,WLD,World,2012,Import,4.6
H3,TZA,20725,Tanzania,ARE,United Arab Emirates,2012,Import,29.197
H3,TZA,20725,Tanzania,BEL,Belgium,2012,Import,0.054
H3,TZA,20725,Tanzania,CHE,Switzerland,2012,Import,38.68
H3,TZA,20725,Tanzania,USA,United States,2012,Import,61.254
H3,TZA,20725,Tanzania,WLD,World,2012,Import,129.185
H3,TZA,20726,Tanzania,ARE,United Arab Emirates,2012,Import,8.164
H3,TZA,20726,Tanzania,GBR,United Kingdom,2012,Import,0.077
H3,TZA,20726,Tanzania,WLD,World,2012,Import,8.241
H3,TZA,20727,Tanzania,ARE,United Arab Emirates,2012,Import,55.46
H3,TZA,20727,Tanzania,AUS,Australia,2012,Import,15.888
H3,TZA,20727,Tanzania,GBR,United Kingdom,2012,Import,0.022
H3,TZA,20727,Tanzania,NLD,Netherlands,2012,Import,19.141
H3,TZA,20727,Tanzania,USA,United States,2012,Import,79.679
H3,TZA,20727,Tanzania,WLD,World,2012,Import,170.19
H3,TZA,20732,Tanzania,CHN,China,2012,Import,0.241
H3,TZA,20732,Tanzania,FRA,France,2012,Import,0.048
H3,TZA,20732,Tanzania,WLD,World,2012,Import,0.289
H3,TZA,20734,Tanzania,FRA,France,2012,Import,0.029
H3,TZA,20734,Tanzania,WLD,World,2012,Import,0.029
H3,TZA,20736,Tanzania,ARE,United Arab Emirates,2012,Import,5.875
H3,TZA,20736,Tanzania,CHN,China,2012,Import,0.131
H3,TZA,20736,Tanzania,GBR,United Kingdom,2012,Import,0.07
H3,TZA,20736,Tanzania,USA,United States,2012,Import,220.291
H3,TZA,20736,Tanzania,WLD,World,2012,Import,226.367
H3,TZA,20810,Tanzania,BRA,Brazil,2012,Import,20.705
H3,TZA,20810,Tanzania,WLD,World,2012,Import,20.705
H3,TZA,20890,Tanzania,ARE,United Arab Emirates,2012,Export,12.407
H3,TZA,20890,Tanzania,CAN,Canada,2012,Import,0.415
H3,TZA,20890,Tanzania,GBR,United Kingdom,2012,Import,0.045
H3,TZA,20890,Tanzania,KEN,Kenya,2012,Import,0.214
H3,TZA,20890,Tanzania,SGP,Singapore,2012,Import,0.018
H3,TZA,20890,Tanzania,SYR,Syrian Arab Republic,2012,Import,0.016
H3,TZA,20890,Tanzania,WLD,World,2012,Export,12.407
H3,TZA,20890,Tanzania,WLD,World,2012,Import,0.708
H3,TZA,20900,Tanzania,ARE,United Arab Emirates,2012,Import,0.183
H3,TZA,20900,Tanzania,CHN,China,2012,Import,0.486
H3,TZA,20900,Tanzania,WLD,World,2012,Import,0.669
H3,TZA,21011,Tanzania,GBR,United Kingdom,2012,Import,0.061
H3,TZA,21011,Tanzania,ITA,Italy,2012,Import,0.252
H3,TZA,21011,Tanzania,KEN,Kenya,2012,Import,1040.9
H3,TZA,21011,Tanzania,MUS,Mauritius,2012,Import,0.727
H3,TZA,21011,Tanzania,WLD,World,2012,Import,1041.94
H3,TZA,21012,Tanzania,BEL,Belgium,2012,Import,0.004
H3,TZA,21012,Tanzania,WLD,World,2012,Import,0.004
H3,TZA,21019,Tanzania,DEU,Germany,2012,Import,0.146
H3,TZA,21019,Tanzania,GBR,United Kingdom,2012,Import,0.895
H3,TZA,21019,Tanzania,KEN,Kenya,2012,Import,1055.16
H3,TZA,21019,Tanzania,NOR,Norway,2012,Import,0.018
H3,TZA,21019,Tanzania,WLD,World,2012,Import,1056.29
H3,TZA,21019,Tanzania,ZAF,South Africa,2012,Import,0.071
H3,TZA,21020,Tanzania,BWA,Botswana,2012,Import,0.144
H3,TZA,21020,Tanzania,GBR,United Kingdom,2012,Import,0.063
H3,TZA,21020,Tanzania,ITA,Italy,2012,Import,0.05
H3,TZA,21020,Tanzania,KEN,Kenya,2012,Import,17.342
H3,TZA,21020,Tanzania,WLD,World,2012,Import,17.617
H3,TZA,21020,Tanzania,ZAF,South Africa,2012,Import,0.018
H3,TZA,21091,Tanzania,ESP,Spain,2012,Import,0.553
H3,TZA,21091,Tanzania,WLD,World,2012,Import,0.553
H3,TZA,21099,Tanzania,ARE,United Arab Emirates,2012,Import,0.534
H3,TZA,21099,Tanzania,CHE,Switzerland,2012,Export,1.569
H3,TZA,21099,Tanzania,GBR,United Kingdom,2012,Import,0.284
H3,TZA,21099,Tanzania,ITA,Italy,2012,Import,0.115
H3,TZA,21099,Tanzania,KEN,Kenya,2012,Import,0.465
H3,TZA,21099,Tanzania,WLD,World,2012,Export,1.569
H3,TZA,21099,Tanzania,WLD,World,2012,Import,1.398
H3,TZA,30110,Tanzania,ARE,United Arab Emirates,2012,Import,0.054
H3,TZA,30110,Tanzania,JPN,Japan,2012,Export,0.595
H3,TZA,30110,Tanzania,TUR,Turkey,2012,Export,1.274
H3,TZA,30110,Tanzania,WLD,World,2012,Export,1.869
H3,TZA,30110,Tanzania,WLD,World,2012,Import,0.054
H3,TZA,30199,Tanzania,CHE,Switzerland,2012,Import,0.431
H3,TZA,30199,Tanzania,CHN,China,2012,Import,0.775
H3,TZA,30199,Tanzania,DEU,Germany,2012,Export,15.928
H3,TZA,30199,Tanzania,MYS,Malaysia,2012,Import,0.474
H3,TZA,30199,Tanzania,USA,United States,2012,Export,0.684
H3,TZA,30199,Tanzania,WLD,World,2012,Export,16.612
H3,TZA,30199,Tanzania,WLD,World,2012,Import,1.68
H3,TZA,30219,Tanzania,ARE,United Arab Emirates,2012,Export,1.834
H3,TZA,30219,Tanzania,ARE,United Arab Emirates,2012,Import,0.169
H3,TZA,30219,Tanzania,COM,Comoros,2012,Export,0.102
H3,TZA,30219,Tanzania,FRA,France,2012,Export,0.374
H3,TZA,30219,Tanzania,GBR,United Kingdom,2012,Import,0.029
H3,TZA,30219,Tanzania,IND,India,2012,Import,0.186
H3,TZA,30219,Tanzania,ITA,Italy,2012,Import,0.034
H3,TZA,30219,Tanzania,MOZ,Mozambique,2012,Import,24.094
H3,TZA,30219,Tanzania,PHL,Philippines,2012,Export,0.919
H3,TZA,30219,Tanzania,SGP,Singapore,2012,Export,1.019
H3,TZA,30219,Tanzania,WLD,World,2012,Export,4.248
H3,TZA,30219,Tanzania,WLD,World,2012,Import,24.512
H3,TZA,30229,Tanzania,ARE,United Arab Emirates,2012,Import,2.942
H3,TZA,30229,Tanzania,CHN,China,2012,Import,0.139
H3,TZA,30229,Tanzania,GBR,United Kingdom,2012,Import,0.642
H3,TZA,30229,Tanzania,KEN,Kenya,2012,Export,15.22
H3,TZA,30229,Tanzania,NLD,Netherlands,2012,Export,21.689
H3,TZA,30229,Tanzania,TUR,Turkey,2012,Export,1.508
H3,TZA,30229,Tanzania,WLD,World,2012,Export,38.417
H3,TZA,30229,Tanzania,WLD,World,2012,Import,3.723
H3,TZA,30239,Tanzania,ARE,United Arab Emirates,2012,Import,0.09
H3,TZA,30239,Tanzania,ESP,Spain,2012,Export,11.275
H3,TZA,30239,Tanzania,FRA,France,2012,Import,0.936
H3,TZA,30239,Tanzania,GBR,United Kingdom,2012,Export,4.486
H3,TZA,30239,Tanzania,ITA,Italy,2012,Import,1.39
H3,TZA,30239,Tanzania,KEN,Kenya,2012,Export,36.04
H3,TZA,30239,Tanzania,KEN,Kenya,2012,Import,0.682
H3,TZA,30239,Tanzania,NLD,Netherlands,2012,Export,58.605
H3,TZA,30239,Tanzania,WLD,World,2012,Export,110.406
H3,TZA,30239,Tanzania,WLD,World,2012,Import,3.098
H3,TZA,30261,Tanzania,ARE,United Arab Emirates,2012,Import,1.634
H3,TZA,30261,Tanzania,BDI,Burundi,2012,Export,78.033
H3,TZA,30261,Tanzania,KEN,Kenya,2012,Export,7.313
H3,TZA,30261,Tanzania,UGA,Uganda,2012,Export,1.219
H3,TZA,30261,Tanzania,WLD,World,2012,Export,283.934
H3,TZA,30261,Tanzania,WLD,World,2012,Import,1.634
H3,TZA,30261,Tanzania,ZAR,"Congo, Dem. Rep.",2012,Export,186.963
H3,TZA,30261,Tanzania,ZMB,Zambia,2012,Export,10.406
H3,TZA,30269,Tanzania,ARE,United Arab Emirates,2012,Export,2.293
H3,TZA,30269,Tanzania,CHN,China,2012,Export,1.274
H3,TZA,30269,Tanzania,GBR,United Kingdom,2012,Export,4.076
H3,TZA,30269,Tanzania,JPN,Japan,2012,Export,0.785
H3,TZA,30269,Tanzania,MOZ,Mozambique,2012,Import,1.002
H3,TZA,30269,Tanzania,TUR,Turkey,2012,Export,3.287
H3,TZA,30269,Tanzania,WLD,World,2012,Export,11.715
H3,TZA,30269,Tanzania,WLD,World,2012,Import,1.002
H3,TZA,30311,Tanzania,DNK,Denmark,2012,Import,1.823
H3,TZA,30311,Tanzania,WLD,World,2012,Import,1.823
H3,TZA,30319,Tanzania,ARE,United Arab Emirates,2012,Export,364.051
H3,TZA,30319,Tanzania,ARE,United Arab Emirates,2012,Import,2.218
H3,TZA,30319,Tanzania,AUS,Australia,2012,Export,238.478
H3,TZA,30319,Tanzania,DNK,Denmark,2012,Import,0.19
H3,TZA,30319,Tanzania,GRC,Greece,2012,Export,184.792
H3,TZA,30319,Tanzania,JOR,Jordan,2012,Import,0.062
H3,TZA,30319,Tanzania,KEN,Kenya,2012,Export,8.6
H3,TZA,30319,Tanzania,MOZ,Mozambique,2012,Import,85.066
H3,TZA,30319,Tanzania,MWI,Malawi,2012,Import,1.835
H3,TZA,30319,Tanzania,NLD,Netherlands,2012,Export,143.233
